MillStyleKey,DateLastUsed,Yarn#,LbsPerPiece
 3642-23893-   2,07/01/16,36E-001,10.2
 3642-23893-   2,07/01/16,36E-193,10.6
 3642-23893-   2,07/01/16,36E-401,13.1
 3642-23893-   2,07/01/16,36E-447,4.8
 3642-23893-   2,07/01/16,36E-684,3.8
 3642-23893-   2,07/01/16,36E-B91,8.2
 3642-23893-   2,07/01/16,36Y-999,0.6
 3642-23893-   2,07/01/16,P03-001,11.7
  293A17718- V60,07/06/16,26E-V60,86.5
  308A24003-   1,07/07/16,16F-001,36.5
  308A24003-   1,07/07/16,16F-102,36.5
  642A24155-   1,07/07/16,PE5-011,1.7
  642A24155-   1,07/07/16,PE5-141,29.4
  642A24155-   1,07/07/16,PE5-152,1.9
  642A24155-   1,07/07/16,PE5-157,9.6
  642A24155-   1,07/07/16,PE5-181,1.1
  642A24155-   1,07/07/16,PE5-670,7
  697A17620- W34,07/07/16,P75-W34,59.5
  775A23733-   1,07/07/16,96F-183,27.4
  775A23733-   1,07/07/16,96F-188,27.4
 2968A16217-   1,07/07/16,36E-102,3.6
 2968A16217-   1,07/07/16,36E-287,2.8
 2968A16217-   1,07/07/16,36E-289,0.4
 2968A16217-   1,07/07/16,36E-291,5
 2968A16217-   1,07/07/16,36E-292,3.3
 2968A16217-   1,07/07/16,36E-296,2.8
 2968A16217-   1,07/07/16,36E-299,4.3
 2968A16217-   1,07/07/16,36E-320,1.3
 2968A16217-   1,07/07/16,36E-384,30.1
 2968A16217-   1,07/07/16,36E-481,8.4
 2968A16217-   1,07/07/16,36E-821,1
 2968A16217-   1,07/07/16,36Y-999,0.8
 2968A16217-   1,07/07/16,P03-001,12.6
 7152-24159-   1,07/07/16,36E-001,30.9
 7152-24159-   1,07/07/16,36E-273,30.9
 7152-24159-   1,07/07/16,36Y-999,0.8
 7152-24159-   1,07/07/16,P03-001,12.2
 2968A20672-   3,07/08/16,36E-102,31.5
 2968A20672-   3,07/08/16,36E-140,1.5
 2968A20672-   3,07/08/16,36E-169,20.7
 2968A20672-   3,07/08/16,36E-234,1.8
 2968A20672-   3,07/08/16,36E-298,2.3
 2968A20672-   3,07/08/16,36E-317,0.2
 2968A20672-   3,07/08/16,36E-418,2.5
 2968A20672-   3,07/08/16,36E-H92,2.5
 2968A20672-   3,07/08/16,36Y-999,0.8
 2968A20672-   3,07/08/16,P03-001,12.6
 2968A02945-   1,07/11/16,36E-102,26.2
 2968A02945-   1,07/11/16,36E-291,3
 2968A02945-   1,07/11/16,36E-296,5.2
 2968A02945-   1,07/11/16,36E-298,3.6
 2968A02945-   1,07/11/16,36E-299,15
 2968A02945-   1,07/11/16,36E-488,10.1
 2968A02945-   1,07/11/16,36Y-999,0.8
 2968A02945-   1,07/11/16,P03-001,12.6
 7740-23994-   1,07/13/16,72B-102,20.2
 7740-23994-   1,07/13/16,72B-193,18.6
 7740-23994-   1,07/13/16,72B-670,17.9
 7740-23994-   1,07/13/16,P4S-011,0.06
  642A24130-   2,07/14/16,PE5-141,33.32
  642A24130-   2,07/14/16,PE5-157,17.78
  642A24154-   1,07/14/16,PE5-011,1
  642A24154-   1,07/14/16,PE5-141,26.2
  642A24154-   1,07/14/16,PE5-169,23.4
 1005-24041-   1,07/14/16,22G-102,0.02
 1005-24041-   1,07/14/16,22G-169,1.2
 1005-24041-   1,07/14/16,22G-301,0.1
 1005-24041-   1,07/14/16,22G-335,1.2
 1005-24041-   1,07/14/16,22G-AA4,1.2
 1005-24041-   1,07/14/16,22G-K53,1.2
 1005-24041-   1,07/14/16,22G-M27,55.1
 2961A23944-   1,07/14/16,36E-001,26.6
 2961A23944-   1,07/14/16,36E-111,18.8
 2961A23944-   1,07/14/16,36E-304,0.7
 2961A23944-   1,07/14/16,36E-370,2.6
 2961A23944-   1,07/14/16,36E-576,0.7
 2961A23944-   1,07/14/16,36E-819,3.7
 2961A23944-   1,07/14/16,36E-M49,1.8
 2961A23944-   1,07/14/16,36E-P57,8.3
 2961A23944-   1,07/14/16,36Y-999,0.4
 2961A23944-   1,07/14/16,P03-001,12.6
 3835-24239-   1,07/14/16,36E-001,3.6
 3835-24239-   1,07/14/16,36E-144,3.3
 3835-24239-   1,07/14/16,36E-158,2.9
 3835-24239-   1,07/14/16,36E-272,3.1
 3835-24239-   1,07/14/16,36E-318,3.1
 3835-24239-   1,07/14/16,36E-360,3.4
 3835-24239-   1,07/14/16,36E-B91,32.8
 3835-24239-   1,07/14/16,36E-P57,37.4
 3835-24239-   1,07/14/16,36Y-999,1.2
 3835-24239-   1,07/14/16,P03-001,15.6
 7152-24141-   1,07/14/16,36E-001,16.5
 7152-24141-   1,07/14/16,36E-102,45.2
 7152-24141-   1,07/14/16,36Y-999,0.8
 7152-24141-   1,07/14/16,P03-001,12.2
 1891J23525-   1,07/15/16,36E-193,7.3
 1891J23525-   1,07/15/16,36E-396,12.8
 1891J23525-   1,07/15/16,36E-A66,21.1
 1891J23525-   1,07/15/16,36E-M18,5.7
 1891J23525-   1,07/15/16,36E-N93,16.8
 1891J23525-   1,07/15/16,36Y-999,0.8
 1891J23525-   1,07/15/16,P03-001,12.6
 3849F23827-   1,07/15/16,36E-001,24.6
 3849F23827-   1,07/15/16,36E-136,1.1
 3849F23827-   1,07/15/16,36E-286,2.5
 3849F23827-   1,07/15/16,36E-360,5
 3849F23827-   1,07/15/16,36E-418,5.1
 3849F23827-   1,07/15/16,36E-529,3.5
 3849F23827-   1,07/15/16,36E-M16,8.4
 3849F23827-   1,07/15/16,36E-M27,16.2
 3849F23827-   1,07/15/16,36E-N93,0.5
 3849F23827-   1,07/15/16,36Y-999,1
 3849F23827-   1,07/15/16,P03-001,15.3
 7675-21565-MGRG,07/19/16,25A-004,67.8
 2961A21410-   1,07/20/16,36E-102,33.2
 2961A21410-   1,07/20/16,36E-136,2.4
 2961A21410-   1,07/20/16,36E-181,5.1
 2961A21410-   1,07/20/16,36E-234,3.6
 2961A21410-   1,07/20/16,36E-272,4.3
 2961A21410-   1,07/20/16,36E-293,1.7
 2961A21410-   1,07/20/16,36E-295,0.5
 2961A21410-   1,07/20/16,36E-319,1.2
 2961A21410-   1,07/20/16,36E-576,4.2
 2961A21410-   1,07/20/16,36E-651,1.9
 2961A21410-   1,07/20/16,36E-B91,3.1
 2961A21410-   1,07/20/16,36E-J18,1.8
 2961A21410-   1,07/20/16,36Y-999,0.8
 2961A21410-   1,07/20/16,P03-001,12.6
 2968A02956-   1,07/20/16,36E-102,31.6
 2968A02956-   1,07/20/16,36E-181,2.6
 2968A02956-   1,07/20/16,36E-299,3.7
 2968A02956-   1,07/20/16,36E-380,5
 2968A02956-   1,07/20/16,36E-396,12.5
 2968A02956-   1,07/20/16,36E-883,2.1
 2968A02956-   1,07/20/16,36E-886,5.7
 2968A02956-   1,07/20/16,36Y-999,0.8
 2968A02956-   1,07/20/16,P03-001,12.6
 7152-18059-   1,07/20/16,36E-272,18.4
 7152-18059-   1,07/20/16,36E-319,3.5
 7152-18059-   1,07/20/16,36E-822,25.2
 7152-18059-   1,07/20/16,36E-824,1.7
 7152-18059-   1,07/20/16,36E-825,8.4
 7152-18059-   1,07/20/16,36E-883,4.6
 7152-18059-   1,07/20/16,P03-001,12.2
 7152-22646-   1,07/20/16,36E-001,10.7
 7152-22646-   1,07/20/16,36E-102,30.7
 7152-22646-   1,07/20/16,36E-299,4.2
 7152-22646-   1,07/20/16,36E-320,14
 7152-22646-   1,07/20/16,36E-493,2
 7152-22646-   1,07/20/16,36Y-999,0.8
 7152-22646-   1,07/20/16,P03-001,12.2
  513A23901-   1,07/21/16,80A-193,36.2
  513A23901-   1,07/21/16,80A-390,24.4
  513A23901-   1,07/21/16,80A-M29,5.7
  542A14091- V43,07/21/16,80A-V43,59.6
  542A22664-   1,07/21/16,80A-102,1.6
  542A22664-   1,07/21/16,80A-157,31.8
  542A22664-   1,07/21/16,80A-193,2
  542A22664-   1,07/21/16,80A-670,1.6
  542A22664-   1,07/21/16,80A-814,20.6
  542A22664-   1,07/21/16,80A-979,2
  642A23546-   1,07/21/16,PE5-150,20.1
  642A23546-   1,07/21/16,PE5-157,13.8
  642A23546-   1,07/21/16,PE5-202,4.2
  642A23546-   1,07/21/16,PE5-834,13.1
  775A23695-   1,07/21/16,96F-001,23.7
  775A23695-   1,07/21/16,96F-039,30.4
  775A23700-   1,07/21/16,96F-001,29.4
  775A23700-   1,07/21/16,96F-039,1.3
  775A23700-   1,07/21/16,96F-146,17.2
  775A23700-   1,07/21/16,96F-152,6.8
  783A24009-   1,07/21/16,72B-102,29.1
  783A24009-   1,07/21/16,72B-298,0.4
  783A24009-   1,07/21/16,72B-979,0.5
  783A24009-   1,07/21/16,72B-D58,0.5
  783A24009-   1,07/21/16,72B-M29,11.2
  783A24009-   1,07/21/16,72B-M38,7.1
  783A24009-   1,07/21/16,72B-M49,8.5
 7740-24029-   1,07/21/16,72B-099,4.1
 7740-24029-   1,07/21/16,72B-112,13.4
 7740-24029-   1,07/21/16,72B-140,7.8
 7740-24029-   1,07/21/16,72B-202,26.8
 7740-24029-   1,07/21/16,72B-304,2.7
 7740-24029-   1,07/21/16,72B-979,1.9
 7740-24029-   1,07/21/16,P4S-011,0.06
  996-24226-   1,07/22/16,22G-001,33.8
  996-24226-   1,07/22/16,22G-241,19.9
  996-24226-   1,07/22/16,22G-301,6
  996-24226-   1,07/22/16,22G-C85,29.6
  996-24226-   1,07/22/16,22G-J02,3.3
  996-24226-   1,07/22/16,22G-K41,3.9
 1890-01801-  17,07/22/16,36E-001,9.8
 1890-01801-  17,07/22/16,36E-181,1
 1890-01801-  17,07/22/16,36E-335,2.9
 1890-01801-  17,07/22/16,36E-370,1
 1890-01801-  17,07/22/16,36E-418,2.9
 1890-01801-  17,07/22/16,36E-684,2.9
 1890-01801-  17,07/22/16,36E-825,2.9
 1890-01801-  17,07/22/16,36E-886,2.9
 1890-01801-  17,07/22/16,36E-J06,2.9
 1890-01801-  17,07/22/16,36E-M38,31.2
 1890-01801-  17,07/22/16,36Y-999,0.8
 1890-01801-  17,07/22/16,P03-001,12.7
 5056-23526-   3,07/22/16,80A-193,1
 5056-23526-   3,07/22/16,80A-237,2
 5056-23526-   3,07/22/16,80A-286,2.2
 5056-23526-   3,07/22/16,80A-289,1
 5056-23526-   3,07/22/16,80A-291,2
 5056-23526-   3,07/22/16,80A-293,2.4
 5056-23526-   3,07/22/16,80A-298,20.9
 5056-23526-   3,07/22/16,80A-299,1.3
 5056-23526-   3,07/22/16,80A-303,2
 5056-23526-   3,07/22/16,80A-320,2.2
 5056-23526-   3,07/22/16,80A-370,2.5
 5056-23526-   3,07/22/16,80A-481,2.2
 5056-23526-   3,07/22/16,80Y-999,0.3
 5056-23526-   3,07/22/16,PE5-141,15.9
 7748A24179-   2,07/22/16,26E-102,38.1
 7748A24179-   2,07/22/16,26E-U92,46.6
  542A14091- P45,07/25/16,80A-P45,59.7
 2968A21741-   1,07/25/16,36E-001,0.3
 2968A21741-   1,07/25/16,36E-102,1.8
 2968A21741-   1,07/25/16,36E-111,4.1
 2968A21741-   1,07/25/16,36E-140,3.2
 2968A21741-   1,07/25/16,36E-169,20.2
 2968A21741-   1,07/25/16,36E-345,3.8
 2968A21741-   1,07/25/16,36E-M38,26.9
 2968A21741-   1,07/25/16,36E-M48,2.9
 2968A21741-   1,07/25/16,36Y-999,0.8
 2968A21741-   1,07/25/16,P03-001,12.6
 7152-23945-   1,07/26/16,36E-102,30.4
 7152-23945-   1,07/26/16,36E-A66,30.4
 7152-23945-   1,07/26/16,36Y-999,0.8
 7152-23945-   1,07/26/16,P03-001,12.2
  513A23789-   1,07/27/16,80A-102,13
  513A23789-   1,07/27/16,80A-167,9.5
  513A23789-   1,07/27/16,80A-169,34.3
  513A23789-   1,07/27/16,80A-737,3.5
  513A23789-   1,07/27/16,80A-979,2.3
  513A23789-   1,07/27/16,80A-A66,3.5
  513A23898-   1,07/27/16,80A-102,41.4
  513A23898-   1,07/27/16,80A-157,10.4
  513A23898-   1,07/27/16,80A-295,9
  513A23898-   1,07/27/16,80A-M38,5.8
  513A24027-   1,07/27/16,80A-039,8.4
  513A24027-   1,07/27/16,80A-136,35.2
  513A24027-   1,07/27/16,80A-311,8.8
  513A24027-   1,07/27/16,80A-818,8.4
  513A24027-   1,07/27/16,80A-A66,5.6
  542A23554-   1,07/27/16,80A-004,16.1
  542A23554-   1,07/27/16,80A-102,15.5
  542A23554-   1,07/27/16,80A-160,2.9
  542A23554-   1,07/27/16,80A-267,0.9
  542A23554-   1,07/27/16,80A-318,15.5
  542A23554-   1,07/27/16,80A-670,8.6
  542A23589-   3,07/27/16,80A-004,6.4
  542A23589-   3,07/27/16,80A-148,32.7
  542A23589-   3,07/27/16,80A-169,20.4
  542A23589-   8,07/27/16,80A-004,6.4
  542A23589-   8,07/27/16,80A-179,20.4
  542A23589-   8,07/27/16,80A-A72,32.7
  542A23902-   1,07/27/16,80A-102,19.9
  542A23902-   1,07/27/16,80A-157,20.6
  542A23902-   1,07/27/16,80A-670,19.2
  542A23906-   1,07/27/16,80A-102,9.6
  542A23906-   1,07/27/16,80A-112,16.6
  542A23906-   1,07/27/16,80A-286,16.6
  542A23906-   1,07/27/16,80A-883,8.4
  542A23906-   1,07/27/16,80A-986,8.4
  542A23916-   1,07/27/16,80A-004,2.3
  542A23916-   1,07/27/16,80A-102,15.5
  542A23916-   1,07/27/16,80A-157,1.9
  542A23916-   1,07/27/16,80A-166,1
  542A23916-   1,07/27/16,80A-237,1.5
  542A23916-   1,07/27/16,80A-289,1.4
  542A23916-   1,07/27/16,80A-295,32.9
  542A23916-   1,07/27/16,80A-A66,3.1
  614A23647-   1,07/27/16,96C-002,12.8
  614A23647-   1,07/27/16,96C-102,29
  614A23647-   1,07/27/16,96C-M38,11.8
  775A24054-   1,07/27/16,96F-001,6.5
  775A24054-   1,07/27/16,96F-102,28.9
  775A24054-   1,07/27/16,96F-158,16.3
  775A24054-   1,07/27/16,96F-202,3.8
  775A24055-   1,07/27/16,96F-167,33.5
  775A24055-   1,07/27/16,96F-286,13.9
  775A24055-   1,07/27/16,96F-A66,7.8
  781A23749-   1,07/27/16,80A-140,26.4
  781A23749-   1,07/27/16,80A-146,4
  781A23749-   1,07/27/16,80A-818,4.2
  781A23749-   1,07/27/16,80A-V36,25
 2968A21182-   1,07/27/16,36E-102,12.1
 2968A21182-   1,07/27/16,36E-363,1.9
 2968A21182-   1,07/27/16,36E-370,9.9
 2968A21182-   1,07/27/16,36E-396,3.4
 2968A21182-   1,07/27/16,36E-822,16
 2968A21182-   1,07/27/16,36E-M38,14.2
 2968A21182-   1,07/27/16,36E-M48,1.3
 2968A21182-   1,07/27/16,36E-M49,4.1
 2968A21182-   1,07/27/16,36Y-999,0.8
 2968A21182-   1,07/27/16,P03-001,12.6
 5055-23691-   2,07/27/16,80A-060,2.5
 5055-23691-   2,07/27/16,80A-140,2.9
 5055-23691-   2,07/27/16,80A-144,2.3
 5055-23691-   2,07/27/16,80A-152,1.5
 5055-23691-   2,07/27/16,80A-157,9
 5055-23691-   2,07/27/16,80A-295,8.2
 5055-23691-   2,07/27/16,80A-304,11.3
 5055-23691-   2,07/27/16,80A-D58,4.1
 5055-23691-   2,07/27/16,80Y-999,0.3
 5055-23691-   2,07/27/16,PE5-L15,15.9
  285A     -LGRG,07/28/16,22E-001,95.3
 2968A23817-   1,07/28/16,36E-001,8.3
 2968A23817-   1,07/28/16,36E-102,18.4
 2968A23817-   1,07/28/16,36E-181,1.5
 2968A23817-   1,07/28/16,36E-299,3.1
 2968A23817-   1,07/28/16,36E-D58,5.5
 2968A23817-   1,07/28/16,36E-M49,26.2
 2968A23817-   1,07/28/16,36Y-999,0.8
 2968A23817-   1,07/28/16,P03-001,12.6
 3848F24261-   1,07/28/16,36E-001,11.3
 3848F24261-   1,07/28/16,36E-144,1.5
 3848F24261-   1,07/28/16,36E-360,8.4
 3848F24261-   1,07/28/16,36E-B91,12.3
 3848F24261-   1,07/28/16,36E-M48,33.4
 3848F24261-   1,07/28/16,36Y-999,1
 3848F24261-   1,07/28/16,P03-001,15.1
 3848F24262-   1,07/28/16,36E-001,33.4
 3848F24262-   1,07/28/16,36E-181,6.7
 3848F24262-   1,07/28/16,36E-401,6.7
 3848F24262-   1,07/28/16,36E-481,3.3
 3848F24262-   1,07/28/16,36E-651,3.3
 3848F24262-   1,07/28/16,36E-684,3.4
 3848F24262-   1,07/28/16,36E-818,3.3
 3848F24262-   1,07/28/16,36E-J18,6.7
 3848F24262-   1,07/28/16,36Y-999,1
 3848F24262-   1,07/28/16,P03-001,15.1
 3848G24427-   1,07/28/16,36E-001,9.4
 3848G24427-   1,07/28/16,36E-144,1.3
 3848G24427-   1,07/28/16,36E-360,12
 3848G24427-   1,07/28/16,36E-B91,10.3
 3848G24427-   1,07/28/16,36E-M48,32.8
 3848G24427-   1,07/28/16,36Y-999,1
 3848G24427-   1,07/28/16,P03-001,15.1
 3848G24428-   1,07/28/16,36E-001,33
 3848G24428-   1,07/28/16,36E-181,5.5
 3848G24428-   1,07/28/16,36E-401,5.5
 3848G24428-   1,07/28/16,36E-481,5.5
 3848G24428-   1,07/28/16,36E-651,2.7
 3848G24428-   1,07/28/16,36E-684,5.5
 3848G24428-   1,07/28/16,36E-818,2.7
 3848G24428-   1,07/28/16,36E-J18,5.5
 3848G24428-   1,07/28/16,36Y-999,1
 3848G24428-   1,07/28/16,P03-001,15.1
 7113A24422-   1,07/28/16,48E-099,10.5
 7113A24422-   1,07/28/16,48E-102,50.8
 7113A24422-   1,07/28/16,48E-199,13.3
 5055-24088-   1,07/29/16,80A-102,21
 5055-24088-   1,07/29/16,80A-144,21
 5055-24088-   1,07/29/16,80Y-999,0.2
 5055-24088-   1,07/29/16,PE5-141,15.9
 5059-24083-   1,07/29/16,80A-144,9.7
 5059-24083-   1,07/29/16,80A-145,10.4
 5059-24083-   1,07/29/16,80A-167,10.2
 5059-24083-   1,07/29/16,80A-818,4.9
 5059-24083-   1,07/29/16,80A-A66,5.2
 5059-24083-   1,07/29/16,80Y-999,0.2
 5059-24083-   1,07/29/16,PE5-141,19.9
 7331A24127-   1,07/29/16,48E-102,27.9
 7331A24127-   1,07/29/16,48E-140,24
 7331A24127-   1,07/29/16,48E-160,25.6
 7681A24131-   1,07/29/16,48E-M16,10.8
 7681A24131-   1,07/29/16,48E-M48,7.4
 7681A24131-   1,07/29/16,48E-M49,8.1
 7681A24131-   1,07/29/16,48E-N93,8.1
 7681A24131-   1,07/29/16,48E-P57,33.7
 2961A21401-   1,08/01/16,36E-150,4.3
 2961A21401-   1,08/01/16,36E-178,4.2
 2961A21401-   1,08/01/16,36E-237,2.1
 2961A21401-   1,08/01/16,36E-272,3.6
 2961A21401-   1,08/01/16,36E-289,1.7
 2961A21401-   1,08/01/16,36E-290,0.5
 2961A21401-   1,08/01/16,36E-299,1.9
 2961A21401-   1,08/01/16,36E-319,3.6
 2961A21401-   1,08/01/16,36E-418,1.8
 2961A21401-   1,08/01/16,36E-727,33.3
 2961A21401-   1,08/01/16,36E-886,6.1
 2961A21401-   1,08/01/16,36Y-999,0.8
 2961A21401-   1,08/01/16,P03-001,12.6
 2968A22215-   1,08/02/16,36E-102,31.5
 2968A22215-   1,08/02/16,36E-169,7.9
 2968A22215-   1,08/02/16,36E-432,7.9
 2968A22215-   1,08/02/16,36E-A66,7.9
 2968A22215-   1,08/02/16,36E-M16,7.8
 2968A22215-   1,08/02/16,36Y-999,0.8
 2968A22215-   1,08/02/16,P03-001,12.6
  642A23068-   1,08/03/16,PE5-141,15.7
  642A23068-   1,08/03/16,PE5-148,17.5
  642A23068-   1,08/03/16,PE5-670,17.2
  747A18527- W43,08/03/16,P96-W43,56.4
  996-21517- P51,08/03/16,22G-P51,96.5
 2968A19882-   1,08/03/16,36E-136,1.6
 2968A19882-   1,08/03/16,36E-150,3.3
 2968A19882-   1,08/03/16,36E-202,18.8
 2968A19882-   1,08/03/16,36E-290,1.4
 2968A19882-   1,08/03/16,36E-318,1.2
 2968A19882-   1,08/03/16,36E-380,31.5
 2968A19882-   1,08/03/16,36E-396,2.5
 2968A19882-   1,08/03/16,36E-825,0.8
 2968A19882-   1,08/03/16,36Y-999,0.8
 2968A19882-   1,08/03/16,P03-001,12.6
 3836F21800-   1,08/03/16,36E-001,40.4
 3836F21800-   1,08/03/16,36E-234,0.9
 3836F21800-   1,08/03/16,36E-237,2.6
 3836F21800-   1,08/03/16,36E-288,1.8
 3836F21800-   1,08/03/16,36E-289,2.6
 3836F21800-   1,08/03/16,36E-291,0.9
 3836F21800-   1,08/03/16,36E-293,2.6
 3836F21800-   1,08/03/16,36E-295,7.9
 3836F21800-   1,08/03/16,36E-299,2.6
 3836F21800-   1,08/03/16,36E-304,3.5
 3836F21800-   1,08/03/16,36E-305,0.9
 3836F21800-   1,08/03/16,36E-319,2.6
 3836F21800-   1,08/03/16,36Y-999,1
 3836F21800-   1,08/03/16,P03-001,14.2
  482A23122- GRG,08/04/16,PE5-011,28.2
  482A23122- GRG,08/04/16,R35-011,28.2
 2970A24149-   1,08/04/16,36E-102,21
 2970A24149-   1,08/04/16,36E-291,7.9
 2970A24149-   1,08/04/16,36E-292,0.4
 2970A24149-   1,08/04/16,36E-384,8.2
 2970A24149-   1,08/04/16,36E-624,5
 2970A24149-   1,08/04/16,36E-A66,20.6
 2970A24149-   1,08/04/16,36Y-999,0.8
 2970A24149-   1,08/04/16,P03-001,12.6
  747A18527- W57,08/05/16,P96-W57,56.4
  747A18527- W69,08/05/16,P96-W69,56.4
  747A18527- W71,08/05/16,P96-W71,56.4
 2968A24300-   1,08/05/16,36E-001,8.2
 2968A24300-   1,08/05/16,36E-102,22.3
 2968A24300-   1,08/05/16,36E-168,15.9
 2968A24300-   1,08/05/16,36E-169,10.7
 2968A24300-   1,08/05/16,36E-181,2.2
 2968A24300-   1,08/05/16,36E-237,1.2
 2968A24300-   1,08/05/16,36E-480,1.4
 2968A24300-   1,08/05/16,36E-H92,1.1
 2968A24300-   1,08/05/16,36Y-999,0.8
 2968A24300-   1,08/05/16,P03-001,12.6
 5056-23464-   1,08/05/16,80A-152,7.1
 5056-23464-   1,08/05/16,80A-370,10.5
 5056-23464-   1,08/05/16,80A-A66,3.3
 5056-23464-   1,08/05/16,80A-N93,17
 5056-23464-   1,08/05/16,80A-V26,3.9
 5056-23464-   1,08/05/16,80Y-999,0.6
 5056-23464-   1,08/05/16,PE5-141,15.9
  641A23541-   1,08/10/16,PE5-011,1.5
  641A23541-   1,08/10/16,PE5-141,11.3
  641A23541-   1,08/10/16,PE5-152,11.3
  641A23541-   1,08/10/16,PE5-157,2.3
  641A23541-   1,08/10/16,PE5-670,18
  642A23162-   1,08/10/16,PE5-056,7
  642A23162-   1,08/10/16,PE5-059,7
  642A23162-   1,08/10/16,PE5-150,22.9
  642A23162-   1,08/10/16,PE5-157,6.9
  642A23162-   1,08/10/16,PE5-834,6.9
 1891J22392-   2,08/10/16,36E-001,31.8
 1891J22392-   2,08/10/16,36E-295,8
 1891J22392-   2,08/10/16,36E-360,4
 1891J22392-   2,08/10/16,36E-370,4.2
 1891J22392-   2,08/10/16,36E-380,4
 1891J22392-   2,08/10/16,36E-543,1.2
 1891J22392-   2,08/10/16,36E-819,2.8
 1891J22392-   2,08/10/16,36E-820,3.8
 1891J22392-   2,08/10/16,36E-886,3.8
 1891J22392-   2,08/10/16,36Y-999,0.8
 1891J22392-   2,08/10/16,P03-001,12.6
 7152-12910-   9,08/10/16,36E-102,4.6
 7152-12910-   9,08/10/16,36E-140,2.3
 7152-12910-   9,08/10/16,36E-234,1.9
 7152-12910-   9,08/10/16,36E-237,0.5
 7152-12910-   9,08/10/16,36E-287,5
 7152-12910-   9,08/10/16,36E-289,2.5
 7152-12910-   9,08/10/16,36E-292,1.9
 7152-12910-   9,08/10/16,36E-293,2.4
 7152-12910-   9,08/10/16,36E-295,30.8
 7152-12910-   9,08/10/16,36E-298,1.9
 7152-12910-   9,08/10/16,36E-299,2.3
 7152-12910-   9,08/10/16,36E-318,1.9
 7152-12910-   9,08/10/16,36E-319,2.3
 7152-12910-   9,08/10/16,36E-432,1.7
 7152-12910-   9,08/10/16,P03-001,12.2
 7152-19752-   1,08/10/16,36E-001,7.9
 7152-19752-   1,08/10/16,36E-102,0.03
 7152-19752-   1,08/10/16,36E-140,2.1
 7152-19752-   1,08/10/16,36E-150,0.04
 7152-19752-   1,08/10/16,36E-169,46.1
 7152-19752-   1,08/10/16,36E-181,1
 7152-19752-   1,08/10/16,36E-291,0.03
 7152-19752-   1,08/10/16,36E-292,0.06
 7152-19752-   1,08/10/16,36E-293,1
 7152-19752-   1,08/10/16,36E-380,0.08
 7152-19752-   1,08/10/16,36E-602,1.2
 7152-19752-   1,08/10/16,P03-001,12.2
 7152-22572-   1,08/10/16,36E-157,9.9
 7152-22572-   1,08/10/16,36E-169,16.8
 7152-22572-   1,08/10/16,36E-178,14
 7152-22572-   1,08/10/16,36E-267,3.4
 7152-22572-   1,08/10/16,36E-305,3.6
 7152-22572-   1,08/10/16,36E-576,7.7
 7152-22572-   1,08/10/16,36E-D58,6.3
 7152-22572-   1,08/10/16,36Y-999,0.8
 7152-22572-   1,08/10/16,P03-001,12.2
 7152-22575-   1,08/10/16,36E-102,56
 7152-22575-   1,08/10/16,36E-169,0.2
 7152-22575-   1,08/10/16,36E-298,4.4
 7152-22575-   1,08/10/16,36E-480,0.6
 7152-22575-   1,08/10/16,36E-A66,0.4
 7152-22575-   1,08/10/16,36Y-999,0.8
 7152-22575-   1,08/10/16,P03-001,12.2
 7616J19129-   7,08/10/16,36E-140,31.8
 7616J19129-   7,08/10/16,36E-150,3.3
 7616J19129-   7,08/10/16,36E-181,3.3
 7616J19129-   7,08/10/16,36E-267,1.7
 7616J19129-   7,08/10/16,36E-319,8.4
 7616J19129-   7,08/10/16,36E-360,3.3
 7616J19129-   7,08/10/16,36E-620,5
 7616J19129-   7,08/10/16,36E-886,5.2
 7616J19129-   7,08/10/16,P03-001,12.6
 7620J23798-   1,08/10/16,36E-193,33.3
 7620J23798-   1,08/10/16,36E-M49,33.3
 7620J23798-   1,08/10/16,36Y-999,0.5
 7620J23798-   1,08/10/16,PE5-141,13.3
 7620J23854-   1,08/10/16,36E-102,33.3
 7620J23854-   1,08/10/16,36E-136,3.1
 7620J23854-   1,08/10/16,36E-158,5.8
 7620J23854-   1,08/10/16,36E-286,6.4
 7620J23854-   1,08/10/16,36E-335,5.1
 7620J23854-   1,08/10/16,36E-360,3.4
 7620J23854-   1,08/10/16,36E-380,2
 7620J23854-   1,08/10/16,36E-529,7.5
 7620J23854-   1,08/10/16,36Y-999,0.5
 7620J23854-   1,08/10/16,PE5-141,13.3
 3835-24194-   1,08/11/16,36E-001,23.7
 3835-24194-   1,08/11/16,36E-311,1.7
 3835-24194-   1,08/11/16,36E-818,1.3
 3835-24194-   1,08/11/16,36E-822,6.1
 3835-24194-   1,08/11/16,36E-A66,26.3
 3835-24194-   1,08/11/16,36E-M16,21.7
 3835-24194-   1,08/11/16,36E-N93,7.8
 3835-24194-   1,08/11/16,36Y-999,1.2
 3835-24194-   1,08/11/16,P03-001,15.6
 3835-24206-   1,08/11/16,36E-136,2.5
 3835-24206-   1,08/11/16,36E-193,26
 3835-24206-   1,08/11/16,36E-311,6.9
 3835-24206-   1,08/11/16,36E-370,3
 3835-24206-   1,08/11/16,36E-818,29.8
 3835-24206-   1,08/11/16,36E-820,3.8
 3835-24206-   1,08/11/16,36E-B91,15.4
 3835-24206-   1,08/11/16,36E-J63,1
 3835-24206-   1,08/11/16,36Y-999,1.2
 3835-24206-   1,08/11/16,P03-001,15.6
