MillStyleKey,DateLastUsed,Yarn#,LbsPerPiece
  999-23517-   3,11/21/16,22G-M49,9
 1001-24145-   1,11/21/16,22G-001,3.4
 1001-24145-   1,11/21/16,22G-102,9.2
 1001-24145-   1,11/21/16,22G-166,3.1
 1001-24145-   1,11/21/16,22G-178,7.8
 1001-24145-   1,11/21/16,22G-524,28.6
 1001-24145-   1,11/21/16,22G-L62,3.1
 2961A23892-   1,11/21/16,36E-193,4.9
 2961A23892-   1,11/21/16,36E-286,17.8
 2961A23892-   1,11/21/16,36E-A66,8.5
 2961A23892-   1,11/21/16,36E-N93,31.8
 2961A23892-   1,11/21/16,36Y-999,0.8
 2961A23892-   1,11/21/16,P03-001,12.6
 2968A23443-   1,11/21/16,36E-001,31.5
 2968A23443-   1,11/21/16,36E-102,31.5
 2968A23443-   1,11/21/16,36Y-999,0.8
 2968A23443-   1,11/21/16,P03-001,12.6
 2968A24184-   1,11/21/16,36E-001,31.5
 2968A24184-   1,11/21/16,36E-102,31.5
 2968A24184-   1,11/21/16,36Y-999,0.8
 2968A24184-   1,11/21/16,P03-001,12.6
 7152-24161-   1,11/21/16,36E-001,1.7
 7152-24161-   1,11/21/16,36E-102,30.9
 7152-24161-   1,11/21/16,36E-J63,21
 7152-24161-   1,11/21/16,36E-M38,3
 7152-24161-   1,11/21/16,36E-M48,1.7
 7152-24161-   1,11/21/16,36E-M49,3.4
 7152-24161-   1,11/21/16,36Y-999,0.8
 7152-24161-   1,11/21/16,P03-001,12.2
 7152-24353-   3,11/21/16,36E-102,11.7
 7152-24353-   3,11/21/16,36E-169,11.5
 7152-24353-   3,11/21/16,36E-304,16.5
 7152-24353-   3,11/21/16,36E-A66,0.4
 7152-24353-   3,11/21/16,36E-J63,4.1
 7152-24353-   3,11/21/16,36E-M48,4.6
 7152-24353-   3,11/21/16,36E-M49,3.5
 7152-24353-   3,11/21/16,36E-N93,9.3
 7152-24353-   3,11/21/16,36Y-999,0.8
 7152-24353-   3,11/21/16,P03-001,12.2
 7409-23521-   2,11/21/16,36E-001,11.3
 7409-23521-   2,11/21/16,36E-111,9.7
 7409-23521-   2,11/21/16,36E-137,10.1
 7409-23521-   2,11/21/16,36E-300,21.8
 7409-23521-   2,11/21/16,36E-481,8.2
 7409-23521-   2,11/21/16,36E-J63,10.8
 7409-23521-   2,11/21/16,36Y-999,0.8
 7409-23521-   2,11/21/16,P03-001,13.1
 7620J24174-   1,11/21/16,36E-102,9.2
 7620J24174-   1,11/21/16,36E-157,13.3
 7620J24174-   1,11/21/16,36E-169,16.4
 7620J24174-   1,11/21/16,36E-193,5.1
 7620J24174-   1,11/21/16,36E-286,2
 7620J24174-   1,11/21/16,36E-289,2.5
 7620J24174-   1,11/21/16,36E-298,6.1
 7620J24174-   1,11/21/16,36E-304,2.2
 7620J24174-   1,11/21/16,36E-335,8.4
 7620J24174-   1,11/21/16,36E-684,2.2
 7620J24174-   1,11/21/16,PE5-141,13.3
 7652-24267-   1,11/21/16,72B-487,17.7
 7652-24267-   1,11/21/16,72B-B91,13.5
 7652-24267-   1,11/21/16,72B-M29,26.1
 7675-22793-   1,11/21/16,25A-102,31.3
 7675-22793-   1,11/21/16,25A-360,2.1
 7675-22793-   1,11/21/16,25A-390,17.6
 7675-22793-   1,11/21/16,25A-J74,2.6
 7675-22793-   1,11/21/16,25A-M49,13.3
 8032-18951- W62,11/21/16,60H-W62,72.2
 8032-18951- W62,11/21/16,R21-001,0.2
 8040-23116- W63,11/21/16,60H-W63,66.7
  485A23417-   4,11/22/16,PE5-193,27.1
  485A23417-   4,11/22/16,PE5-233,33.1
  513A24347-   1,11/22/16,80A-102,26.2
  513A24347-   1,11/22/16,80A-818,3
  513A24347-   1,11/22/16,80A-827,3.4
  513A24347-   1,11/22/16,80A-R28,33.7
  542A24384-   1,11/22/16,80A-004,8.8
  542A24384-   1,11/22/16,80A-146,7.2
  542A24384-   1,11/22/16,80A-152,5
  542A24384-   1,11/22/16,80A-180,7.2
  542A24384-   1,11/22/16,80A-204,5.2
  542A24384-   1,11/22/16,80A-280,12.2
  542A24384-   1,11/22/16,80A-298,5
  542A24384-   1,11/22/16,80A-986,3.6
  542A24384-   1,11/22/16,80A-M17,5
  542A24384-   2,11/22/16,80A-004,8.8
  542A24384-   2,11/22/16,80A-099,12.2
  542A24384-   2,11/22/16,80A-145,7.2
  542A24384-   2,11/22/16,80A-157,5
  542A24384-   2,11/22/16,80A-180,7.2
  542A24384-   2,11/22/16,80A-204,5.2
  542A24384-   2,11/22/16,80A-304,8.6
  542A24384-   2,11/22/16,80A-M38,5
  542A24420-   1,11/22/16,80A-204,10.3
  542A24420-   1,11/22/16,80A-304,22.8
  542A24420-   1,11/22/16,80A-396,7.6
  542A24420-   1,11/22/16,80A-818,5.6
  542A24420-   1,11/22/16,80A-A66,13.2
  641A24187-   1,11/22/16,PE5-141,11.1
  641A24187-   1,11/22/16,PE5-169,0.3
  641A24187-   1,11/22/16,PE5-204,10.9
  641A24187-   1,11/22/16,PE5-239,8.4
  641A24187-   1,11/22/16,PE5-286,5.5
  641A24187-   1,11/22/16,PE5-441,8.2
  641A24487-   1,11/22/16,PE5-112,14.6
  641A24487-   1,11/22/16,PE5-141,7.5
  641A24487-   1,11/22/16,PE5-510,7.5
  641A24487-   1,11/22/16,PE5-E77,14.6
  715A23991- W57,11/22/16,P96-W57,58.3
  726-19007-   1,11/22/16,36B-001,4
  726-19007-   1,11/22/16,36B-111,49.5
  726-19007-   1,11/22/16,36B-140,4
  726-19007-   1,11/22/16,36B-169,3.1
  726-19007-   1,11/22/16,36B-320,2.6
  726-19007-   1,11/22/16,36B-345,7.6
  726-19007-   1,11/22/16,36B-A66,4.1
  726-19007-   1,11/22/16,48A-002,24
  775A24419-   1,11/22/16,96F-001,13.6
  775A24419-   1,11/22/16,96F-280,11.2
  775A24419-   1,11/22/16,96F-B91,12.5
  775A24419-   1,11/22/16,96F-M38,17.2
  785A24242- W70,11/22/16,P96-W70,59.1
  785A24413- GRG,11/22/16,PE5-011,59.1
  996-21517- N93,11/22/16,22G-N93,96.5
 1001-23131-   4,11/22/16,22G-M17,18.6
 1001-23131-   4,11/22/16,22G-M25,18.3
 1001-23131-   4,11/22/16,22G-N93,18.3
 1001-23935-   3,11/22/16,22G-001,22.3
 1001-23935-   3,11/22/16,22G-166,24.1
 1001-23935-   3,11/22/16,22G-C85,8.9
 2961A20874-   1,11/22/16,36E-193,33.6
 2961A20874-   1,11/22/16,36E-237,3.5
 2961A20874-   1,11/22/16,36E-289,3.5
 2961A20874-   1,11/22/16,36E-293,3.6
 2961A20874-   1,11/22/16,36E-295,8.9
 2961A20874-   1,11/22/16,36E-299,3.5
 2961A20874-   1,11/22/16,36E-304,3.6
 2961A20874-   1,11/22/16,36E-319,2.6
 2961A20874-   1,11/22/16,36Y-999,0.8
 2961A20874-   1,11/22/16,P03-001,12.6
 2961A20887-   1,11/22/16,36E-001,3.6
 2961A20887-   1,11/22/16,36E-102,8
 2961A20887-   1,11/22/16,36E-289,2.6
 2961A20887-   1,11/22/16,36E-290,1.8
 2961A20887-   1,11/22/16,36E-293,2.7
 2961A20887-   1,11/22/16,36E-298,33.6
 2961A20887-   1,11/22/16,36E-299,2.6
 2961A20887-   1,11/22/16,36E-304,3.6
 2961A20887-   1,11/22/16,36E-305,0.9
 2961A20887-   1,11/22/16,36E-318,0.9
 2961A20887-   1,11/22/16,36E-319,2.6
 2961A20887-   1,11/22/16,36Y-999,0.8
 2961A20887-   1,11/22/16,P03-001,12.6
 2961A20892-   1,11/22/16,36E-001,33.6
 2961A20892-   1,11/22/16,36E-295,9
 2961A20892-   1,11/22/16,36E-360,2.7
 2961A20892-   1,11/22/16,36E-370,3.5
 2961A20892-   1,11/22/16,36E-380,2.6
 2961A20892-   1,11/22/16,36E-543,0.9
 2961A20892-   1,11/22/16,36E-819,3.5
 2961A20892-   1,11/22/16,36E-820,3.5
 2961A20892-   1,11/22/16,36E-886,3.6
 2961A20892-   1,11/22/16,36Y-999,0.8
 2961A20892-   1,11/22/16,P03-001,12.6
 2961A22447-   1,11/22/16,36E-178,1.8
 2961A22447-   1,11/22/16,36E-237,2.6
 2961A22447-   1,11/22/16,36E-272,1.8
 2961A22447-   1,11/22/16,36E-289,2.6
 2961A22447-   1,11/22/16,36E-293,2.7
 2961A22447-   1,11/22/16,36E-299,2.6
 2961A22447-   1,11/22/16,36E-304,3.6
 2961A22447-   1,11/22/16,36E-319,2.7
 2961A22447-   1,11/22/16,36E-418,0.9
 2961A22447-   1,11/22/16,36E-727,33.6
 2961A22447-   1,11/22/16,36E-886,8
 2961A22447-   1,11/22/16,36Y-999,0.8
 2961A22447-   1,11/22/16,P03-001,12.6
 2961A22448-   1,11/22/16,36E-001,9
 2961A22448-   1,11/22/16,36E-136,3.6
 2961A22448-   1,11/22/16,36E-273,0.9
 2961A22448-   1,11/22/16,36E-298,1.8
 2961A22448-   1,11/22/16,36E-380,2.7
 2961A22448-   1,11/22/16,36E-396,2.6
 2961A22448-   1,11/22/16,36E-401,33.6
 2961A22448-   1,11/22/16,36E-529,2.6
 2961A22448-   1,11/22/16,36E-820,2.6
 2961A22448-   1,11/22/16,36E-B91,3.5
 2961A22448-   1,11/22/16,36Y-999,0.8
 2961A22448-   1,11/22/16,P03-001,12.6
 2961A23375-   1,11/22/16,36E-150,4
 2961A23375-   1,11/22/16,36E-178,13.9
 2961A23375-   1,11/22/16,36E-202,1.8
 2961A23375-   1,11/22/16,36E-286,2.9
 2961A23375-   1,11/22/16,36E-345,3.3
 2961A23375-   1,11/22/16,36E-529,1.6
 2961A23375-   1,11/22/16,36E-883,4
 2961A23375-   1,11/22/16,36E-A66,21.4
 2961A23375-   1,11/22/16,36E-D58,3.4
 2961A23375-   1,11/22/16,36E-P51,6.7
 2961A23375-   1,11/22/16,36Y-999,0.8
 2961A23375-   1,11/22/16,P03-001,12.6
 2961A23375-   2,11/22/16,36E-111,2.9
 2961A23375-   2,11/22/16,36E-140,21.4
 2961A23375-   2,11/22/16,36E-144,4
 2961A23375-   2,11/22/16,36E-181,4
 2961A23375-   2,11/22/16,36E-575,13.9
 2961A23375-   2,11/22/16,36E-576,3.4
 2961A23375-   2,11/22/16,36E-883,6.7
 2961A23375-   2,11/22/16,36E-B91,1.6
 2961A23375-   2,11/22/16,36E-D58,1.8
 2961A23375-   2,11/22/16,36E-G17,3.3
 2961A23375-   2,11/22/16,36Y-999,0.8
 2961A23375-   2,11/22/16,P03-001,12.6
 2961A23821-   1,11/22/16,36E-181,2.8
 2961A23821-   1,11/22/16,36E-193,12.6
 2961A23821-   1,11/22/16,36E-322,7.6
 2961A23821-   1,11/22/16,36E-396,4.4
 2961A23821-   1,11/22/16,36E-543,4.6
 2961A23821-   1,11/22/16,36E-B91,20.2
 2961A23821-   1,11/22/16,36E-D58,7.7
 2961A23821-   1,11/22/16,36E-N93,3.1
 2961A23821-   1,11/22/16,36Y-999,0.8
 2961A23821-   1,11/22/16,P03-001,12.6
 2961A23961-   1,11/22/16,36E-001,4.9
 2961A23961-   1,11/22/16,36E-146,2.2
 2961A23961-   1,11/22/16,36E-174,2.6
 2961A23961-   1,11/22/16,36E-301,33.6
 2961A23961-   1,11/22/16,36E-481,0.9
 2961A23961-   1,11/22/16,36E-488,2.6
 2961A23961-   1,11/22/16,36E-518,8.1
 2961A23961-   1,11/22/16,36E-821,2.7
 2961A23961-   1,11/22/16,36E-822,2.6
 2961A23961-   1,11/22/16,36E-824,2.6
 2961A23961-   1,11/22/16,36E-J63,0.9
 2961A23961-   1,11/22/16,P03-001,12.6
 2961A24247-   1,11/22/16,36E-193,19.7
 2961A24247-   1,11/22/16,36E-291,3.9
 2961A24247-   1,11/22/16,36E-298,4
 2961A24247-   1,11/22/16,36E-317,9.8
 2961A24247-   1,11/22/16,36E-335,10
 2961A24247-   1,11/22/16,36E-488,3.9
 2961A24247-   1,11/22/16,36E-591,7.9
 2961A24247-   1,11/22/16,36E-684,3.9
 2961A24247-   1,11/22/16,36Y-999,0.8
 2961A24247-   1,11/22/16,P03-001,12.6
 2968A21894-   1,11/22/16,36E-102,3
 2968A21894-   1,11/22/16,36E-150,1.7
 2968A21894-   1,11/22/16,36E-158,0.2
 2968A21894-   1,11/22/16,36E-241,1.2
 2968A21894-   1,11/22/16,36E-524,2
 2968A21894-   1,11/22/16,36E-B91,31.5
 2968A21894-   1,11/22/16,36E-M48,0.8
 2968A21894-   1,11/22/16,36E-M49,22.6
 2968A21894-   1,11/22/16,36Y-999,0.8
 2968A21894-   1,11/22/16,P03-001,12.6
 2968A22961-   1,11/22/16,36E-001,26.2
 2968A22961-   1,11/22/16,36E-102,9.8
 2968A22961-   1,11/22/16,36E-130,8.7
 2968A22961-   1,11/22/16,36E-J63,4.3
 2968A22961-   1,11/22/16,36E-M38,4.8
 2968A22961-   1,11/22/16,36E-M48,5
 2968A22961-   1,11/22/16,36E-M49,4.3
 2968A22961-   1,11/22/16,36Y-999,0.8
 2968A22961-   1,11/22/16,P03-001,12.6
 2968A23346-   1,11/22/16,36E-137,15.2
 2968A23346-   1,11/22/16,36E-286,15.7
 2968A23346-   1,11/22/16,36E-287,1.1
 2968A23346-   1,11/22/16,36E-289,1
 2968A23346-   1,11/22/16,36E-292,1
 2968A23346-   1,11/22/16,36E-295,6
 2968A23346-   1,11/22/16,36E-298,12.3
 2968A23346-   1,11/22/16,36E-299,4.9
 2968A23346-   1,11/22/16,36E-300,1.1
 2968A23346-   1,11/22/16,36E-318,2.5
 2968A23346-   1,11/22/16,36E-384,2.1
 2968A23346-   1,11/22/16,36Y-999,0.8
 2968A23346-   1,11/22/16,P03-001,12.6
 2968A23447-   1,11/22/16,36E-001,3.8
 2968A23447-   1,11/22/16,36E-140,3.8
 2968A23447-   1,11/22/16,36E-146,3
 2968A23447-   1,11/22/16,36E-193,9.3
 2968A23447-   1,11/22/16,36E-300,14.4
 2968A23447-   1,11/22/16,36E-493,2.2
 2968A23447-   1,11/22/16,36E-602,0.9
 2968A23447-   1,11/22/16,36E-A66,19.6
 2968A23447-   1,11/22/16,36E-M38,5.2
 2968A23447-   1,11/22/16,36E-M49,0.9
 2968A23447-   1,11/22/16,36Y-999,0.8
 2968A23447-   1,11/22/16,P03-001,12.6
 2968A24133-   1,11/22/16,36E-157,5.9
 2968A24133-   1,11/22/16,36E-193,8.7
 2968A24133-   1,11/22/16,36E-286,6.4
 2968A24133-   1,11/22/16,36E-289,6.7
 2968A24133-   1,11/22/16,36E-293,4
 2968A24133-   1,11/22/16,36E-320,2.1
 2968A24133-   1,11/22/16,36E-886,18.2
 2968A24133-   1,11/22/16,36E-J18,0.7
 2968A24133-   1,11/22/16,36E-M27,10.4
 2968A24133-   1,11/22/16,36Y-999,0.8
 2968A24133-   1,11/22/16,P03-001,12.6
 2970A23226-   1,11/22/16,36E-102,21
 2970A23226-   1,11/22/16,36E-181,4.7
 2970A23226-   1,11/22/16,36E-401,2.2
 2970A23226-   1,11/22/16,36E-529,8.9
 2970A23226-   1,11/22/16,36E-624,11
 2970A23226-   1,11/22/16,36E-B91,15.2
 2970A23226-   1,11/22/16,36Y-999,0.8
 2970A23226-   1,11/22/16,P03-001,12.6
 2970A23849-   1,11/22/16,36E-102,16.2
 2970A23849-   1,11/22/16,36E-169,15.4
 2970A23849-   1,11/22/16,36E-179,7.4
 2970A23849-   1,11/22/16,36E-291,3.7
 2970A23849-   1,11/22/16,36E-298,8.1
 2970A23849-   1,11/22/16,36E-447,12.4
 2970A23849-   1,11/22/16,36Y-999,0.8
 2970A23849-   1,11/22/16,P03-001,12.6
 3642-24383-   1,11/22/16,36E-001,7.6
 3642-24383-   1,11/22/16,36E-111,2.4
 3642-24383-   1,11/22/16,36E-181,4.9
 3642-24383-   1,11/22/16,36E-370,3.6
 3642-24383-   1,11/22/16,36E-529,0.4
 3642-24383-   1,11/22/16,36E-825,0.5
 3642-24383-   1,11/22/16,36E-G17,3.7
 3642-24383-   1,11/22/16,36E-J06,3.7
 3642-24383-   1,11/22/16,36E-J18,3.1
 3642-24383-   1,11/22/16,36E-M18,21
 3642-24383-   1,11/22/16,36Y-999,0.6
 3642-24383-   1,11/22/16,P03-001,11.7
 3642S23870-   1,11/22/16,36E-432,5
 3642S23870-   1,11/22/16,36E-A66,23.3
 3642S23870-   1,11/22/16,36E-H44,0.6
 3642S23870-   1,11/22/16,36E-M16,5.9
 3642S23870-   1,11/22/16,36E-M18,19.2
 3642S23870-   1,11/22/16,36E-N93,9.3
 3642S23870-   1,11/22/16,36Y-999,0.6
 3642S23870-   1,11/22/16,P03-001,11.7
 3835-21037-   1,11/22/16,36E-001,32.8
 3835-21037-   1,11/22/16,36E-111,8
 3835-21037-   1,11/22/16,36E-150,0.9
 3835-21037-   1,11/22/16,36E-202,1
 3835-21037-   1,11/22/16,36E-290,1
 3835-21037-   1,11/22/16,36E-380,0.6
 3835-21037-   1,11/22/16,36E-M38,44.2
 3835-21037-   1,11/22/16,36Y-999,1.2
 3835-21037-   1,11/22/16,P03-001,15.6
 3835-22200-   1,11/22/16,36E-181,3.3
 3835-22200-   1,11/22/16,36E-380,1.5
 3835-22200-   1,11/22/16,36E-447,13.9
 3835-22200-   1,11/22/16,36E-B91,37.4
 3835-22200-   1,11/22/16,36E-D58,7.2
 3835-22200-   1,11/22/16,36E-M18,15.7
 3835-22200-   1,11/22/16,36E-M49,9.4
 3835-22200-   1,11/22/16,36Y-999,1.2
 3835-22200-   1,11/22/16,P03-001,15.6
 3835-23768-   1,11/22/16,36E-136,5.5
 3835-23768-   1,11/22/16,36E-267,5.6
 3835-23768-   1,11/22/16,36E-370,5
 3835-23768-   1,11/22/16,36E-380,3
 3835-23768-   1,11/22/16,36E-396,5.3
 3835-23768-   1,11/22/16,36E-543,5.6
 3835-23768-   1,11/22/16,36E-818,2.6
 3835-23768-   1,11/22/16,36E-820,5.4
 3835-23768-   1,11/22/16,36E-886,3.2
 3835-23768-   1,11/22/16,36E-M38,2.8
 3835-23768-   1,11/22/16,36E-P57,44.6
 3835-23768-   1,11/22/16,36Y-999,1.2
 3835-23768-   1,11/22/16,P03-001,15.6
 3835-24198-   1,11/22/16,36E-001,40.7
 3835-24198-   1,11/22/16,36E-130,11.2
 3835-24198-   1,11/22/16,36E-293,5.8
 3835-24198-   1,11/22/16,36E-299,2.5
 3835-24198-   1,11/22/16,36E-418,10.5
 3835-24198-   1,11/22/16,36E-481,15.2
 3835-24198-   1,11/22/16,36E-822,2.5
 3835-24198-   1,11/22/16,36Y-999,1.2
 3835-24198-   1,11/22/16,P03-001,15.6
 3849F23767-   1,11/22/16,36E-136,4
 3849F23767-   1,11/22/16,36E-267,4.4
 3849F23767-   1,11/22/16,36E-370,3.5
 3849F23767-   1,11/22/16,36E-380,2.2
 3849F23767-   1,11/22/16,36E-396,4.3
 3849F23767-   1,11/22/16,36E-543,4.2
 3849F23767-   1,11/22/16,36E-818,1.7
 3849F23767-   1,11/22/16,36E-820,4.1
 3849F23767-   1,11/22/16,36E-886,2.4
 3849F23767-   1,11/22/16,36E-M38,1.8
 3849F23767-   1,11/22/16,36E-P57,34.2
 3849F23767-   1,11/22/16,36Y-999,1
 3849F23767-   1,11/22/16,P03-001,15.3
 3849F23772-   1,11/22/16,36E-130,1.8
 3849F23772-   1,11/22/16,36E-146,1.2
 3849F23772-   1,11/22/16,36E-158,6.2
 3849F23772-   1,11/22/16,36E-202,23.6
 3849F23772-   1,11/22/16,36E-396,5.9
 3849F23772-   1,11/22/16,36E-818,6.5
 3849F23772-   1,11/22/16,36E-883,8.2
 3849F23772-   1,11/22/16,36E-A66,2.7
 3849F23772-   1,11/22/16,36E-M16,10.7
 3849F23772-   1,11/22/16,36Y-999,1
 3849F23772-   1,11/22/16,P03-001,15.3
 5055-23943-   1,11/22/16,80A-144,8.8
 5055-23943-   1,11/22/16,80A-193,6.8
 5055-23943-   1,11/22/16,80A-202,2.2
 5055-23943-   1,11/22/16,80A-818,4.8
 5055-23943-   1,11/22/16,80A-B91,6.5
 5055-23943-   1,11/22/16,80A-P57,12.6
 5055-23943-   1,11/22/16,80Y-999,0.2
 5055-23943-   1,11/22/16,PE5-L15,15.9
 5300-15760-   6,11/22/16,16A-069,1.8
 5300-15760-   6,11/22/16,16A-102,2.7
 5300-15760-   6,11/22/16,16A-278,3.9
 5300-15760-   6,11/22/16,16A-584,2.6
 5300-15760-   6,11/22/16,16A-P82,3.5
 5300-15760-   6,11/22/16,16A-Q79,67
 5300-15760-   6,11/22/16,P03-001,8.1
 5300S23810-   1,11/22/16,16A-069,2.7
 5300S23810-   1,11/22/16,16A-102,3.2
 5300S23810-   1,11/22/16,16A-278,3.8
 5300S23810-   1,11/22/16,16A-584,2.5
 5300S23810-   1,11/22/16,16A-P82,64.3
 5300S23810-   1,11/22/16,16A-Q01,3.3
 5300S23810-   1,11/22/16,P03-001,8.1
 7152-24250-   1,11/22/16,36E-001,6.9
 7152-24250-   1,11/22/16,36E-102,0.9
 7152-24250-   1,11/22/16,36E-140,3.2
 7152-24250-   1,11/22/16,36E-169,40.7
 7152-24250-   1,11/22/16,36E-181,3
 7152-24250-   1,11/22/16,36E-291,0.8
 7152-24250-   1,11/22/16,36E-292,0.5
 7152-24250-   1,11/22/16,36E-293,0.7
 7152-24250-   1,11/22/16,36E-380,2.4
 7152-24250-   1,11/22/16,36E-602,3.3
 7152-24250-   1,11/22/16,P03-001,12.2
 7152-24425-   1,11/22/16,36E-001,15.3
 7152-24425-   1,11/22/16,36E-102,46.2
 7152-24425-   1,11/22/16,36Y-999,0.8
 7152-24425-   1,11/22/16,P03-001,12.2
 7625-24296-   2,11/22/16,48E-004,3.3
 7625-24296-   2,11/22/16,48E-152,2.7
 7625-24296-   2,11/22/16,48E-157,6.9
 7625-24296-   2,11/22/16,48E-193,6.3
 7625-24296-   2,11/22/16,48E-390,2.5
 7625-24296-   2,11/22/16,48E-814,3.3
 7625-24296-   2,11/22/16,48E-M29,14
  542A23589-   1,11/23/16,80A-004,6.4
  542A23589-   1,11/23/16,80A-102,32.7
  542A23589-   1,11/23/16,80A-M38,20.4
  542A23589-   7,11/23/16,80A-004,6.4
  542A23589-   7,11/23/16,80A-102,32.7
  542A23589-   7,11/23/16,80A-169,20.4
  542A24018-   2,11/23/16,80A-004,10.9
  542A24018-   2,11/23/16,80A-241,18.8
  542A24018-   2,11/23/16,80A-M38,18.8
  542A24018-   2,11/23/16,80A-M48,11
  542A24097-   1,11/23/16,80A-140,30.6
  542A24097-   1,11/23/16,80A-299,7
  542A24097-   1,11/23/16,80A-320,2.9
  542A24097-   1,11/23/16,80A-419,14.3
  542A24097-   1,11/23/16,80A-AD3,4.8
  542A24270-   2,11/23/16,80A-M17,14.9
  542A24270-   2,11/23/16,80A-M29,14.9
  542A24270-   2,11/23/16,80A-M49,15.5
  542A24270-   2,11/23/16,80A-P51,14.3
  542A24273-   2,11/23/16,80A-102,0.6
  542A24273-   2,11/23/16,80A-144,3.7
  542A24273-   2,11/23/16,80A-399,0.6
  542A24273-   2,11/23/16,80A-M16,0.7
  542A24273-   2,11/23/16,80A-M17,4.7
  542A24273-   2,11/23/16,80A-M29,29
  542A24273-   2,11/23/16,80A-M49,16.2
  542A24273-   2,11/23/16,80A-P51,3.9
  542A24282-   1,11/23/16,80A-150,2.4
  542A24282-   1,11/23/16,80A-188,16.3
  542A24282-   1,11/23/16,80A-205,15.1
  542A24282-   1,11/23/16,80A-827,8
  542A24282-   1,11/23/16,80A-938,0.4
  542A24282-   1,11/23/16,80A-M29,17.5
  542A24285-   2,11/23/16,80A-153,20.6
  542A24285-   2,11/23/16,80A-202,8
  542A24285-   2,11/23/16,80A-834,11.1
  542A24285-   2,11/23/16,80A-R28,19.9
  738-19004-   1,11/23/16,36B-001,1.2
  738-19004-   1,11/23/16,36B-140,50.5
  738-19004-   1,11/23/16,36B-234,2.4
  738-19004-   1,11/23/16,36B-288,1.7
  738-19004-   1,11/23/16,36B-289,1.9
  738-19004-   1,11/23/16,36B-293,1.2
  738-19004-   1,11/23/16,36B-299,2.9
  738-19004-   1,11/23/16,36B-481,2.4
  738-19004-   1,11/23/16,48A-002,20.7
  747A24493-   1,11/23/16,P96-V76,14.7
  747A24493-   1,11/23/16,P96-W69,13.5
  747A24493-   1,11/23/16,PE5-223,13.3
  747A24493-   1,11/23/16,PE5-444,14.9
  996-21517- S97,11/23/16,22G-S97,96.5
  996-24438-   1,11/23/16,22G-001,48.2
  996-24438-   1,11/23/16,22G-102,48.2
 1890-24048-   1,11/23/16,36E-001,2.8
 1890-24048-   1,11/23/16,36E-146,1.4
 1890-24048-   1,11/23/16,36E-174,2.9
 1890-24048-   1,11/23/16,36E-301,31.2
 1890-24048-   1,11/23/16,36E-481,1
 1890-24048-   1,11/23/16,36E-488,2.9
 1890-24048-   1,11/23/16,36E-518,8.8
 1890-24048-   1,11/23/16,36E-821,2.9
 1890-24048-   1,11/23/16,36E-822,2.9
 1890-24048-   1,11/23/16,36E-824,2.9
 1890-24048-   1,11/23/16,36E-J63,1.4
 1890-24048-   1,11/23/16,P03-001,12.7
 1891J14999-   1,11/23/16,36E-001,9.3
 1891J14999-   1,11/23/16,36E-237,7.1
 1891J14999-   1,11/23/16,36E-289,2.9
 1891J14999-   1,11/23/16,36E-293,2.9
 1891J14999-   1,11/23/16,36E-295,30.8
 1891J14999-   1,11/23/16,36E-299,2.9
 1891J14999-   1,11/23/16,36E-304,2.9
 1891J14999-   1,11/23/16,36E-319,2.9
 1891J14999-   1,11/23/16,P03-001,12.2
 1891J14999-   6,11/23/16,36E-001,7.1
 1891J14999-   6,11/23/16,36E-102,9.3
 1891J14999-   6,11/23/16,36E-289,2.9
 1891J14999-   6,11/23/16,36E-293,2.9
 1891J14999-   6,11/23/16,36E-298,30.8
 1891J14999-   6,11/23/16,36E-299,2.9
 1891J14999-   6,11/23/16,36E-304,2.9
 1891J14999-   6,11/23/16,36E-319,2.9
 1891J14999-   6,11/23/16,P03-001,12.2
 1891J23522-   6,11/23/16,36E-169,11.7
 1891J23522-   6,11/23/16,36E-A66,7.4
 1891J23522-   6,11/23/16,36E-M16,10.4
 1891J23522-   6,11/23/16,36E-M18,9.4
 1891J23522-   6,11/23/16,36E-N93,7.1
 1891J23522-   6,11/23/16,36E-P57,17.8
 1891J23522-   6,11/23/16,36Y-999,0.8
 1891J23522-   6,11/23/16,P03-001,12.6
 1891J23742-   2,11/23/16,36E-144,2.8
 1891J23742-   2,11/23/16,36E-318,2.3
 1891J23742-   2,11/23/16,36E-510,2.1
 1891J23742-   2,11/23/16,36E-A66,1.6
 1891J23742-   2,11/23/16,36E-B91,25
 1891J23742-   2,11/23/16,36E-M18,1.7
 1891J23742-   2,11/23/16,36E-P51,3
 1891J23742-   2,11/23/16,36E-P57,25.4
 1891J23742-   2,11/23/16,36Y-999,0.8
 1891J23742-   2,11/23/16,P03-001,12.6
 1891J24212-   1,11/23/16,36E-001,31.9
 1891J24212-   1,11/23/16,36E-P57,31.9
 1891J24212-   1,11/23/16,36Y-999,0.8
 1891J24212-   1,11/23/16,P03-001,12.6
 2104-23845-   8,11/23/16,36E-286,1.1
 2104-23845-   8,11/23/16,36E-287,19.6
 2104-23845-   8,11/23/16,36E-335,1.1
 2104-23845-   8,11/23/16,36E-401,1.1
 2104-23845-   8,11/23/16,36E-418,1.1
 2104-23845-   8,11/23/16,36E-684,1.1
 2104-23845-   8,11/23/16,36E-B91,8.2
 2104-23845-   8,11/23/16,36E-J18,4.1
 2104-23845-   8,11/23/16,36E-J63,1.1
 2104-23845-   8,11/23/16,36E-M16,10
 2104-23845-   8,11/23/16,36Y-999,0.6
 2104-23845-   8,11/23/16,P03-001,8.1
