Type,Yarn#,Description,Pounds,Mill,Usage,Loss%,Lbs/Wk,Run Lbs,RunLbs/Wk,MillStyle,,
Spun,36B-289,ORANGE,341,W,,16.00,,768,,    726-23587-1   ,,
Spun,36B-289,ORANGE,493,W,,16.00,,1110,,    738-23463-1   ,,
Spun,36B-289,ORANGE,259,W,,16.00,,583,,    726-15871-1   ,,
Spun,36B-289,ORANGE,156,W,,16.00,,352,,    726-16082-1   ,,
Spun,36B-289,ORANGE,931,W,,16.00,,2095,,    726-16732-1   ,,
Spun,36B-289,ORANGE,327,W,,16.00,,736,,    738-19004-1   ,,
Spun,36B-289,ORANGE,115,W,,16.00,,259,,    738-22554-1   ,,
Spun,36B-289,ORANGE,839,W,,16.00,,1889,,    738-22556-1   ,,
Spun,36B-289,ORANGE,111,W,,16.00,,250,,    729J23713-1   ,,
Spun,36B-293,ORANGE,173,W,,16.00,,390,,    726-15871-1   ,,
Spun,36B-293,ORANGE,931,W,,16.00,,2095,,    726-16732-1   ,,
Spun,36B-293,ORANGE,206,W,,16.00,,464,,    738-19004-1   ,,
Spun,36B-293,ORANGE,839,W,,16.00,,1889,,    738-22556-1   ,,
Spun,36B-293,ORANGE,112,W,,16.00,,252,,    729J23713-1   ,,
Spun,36B-305,BROWN,3286,W,,16.00,,7394,,    726-23587-1   ,,
Spun,36B-305,BROWN,4787,W,,16.00,,10772,,    738-23463-1   ,,
Spun,36B-314,YELLOW,342,W,,16.00,,770,,    726-12791-1   ,,
Spun,36B-314,YELLOW,895,W,,16.00,,2014,,    726-12792-1   ,,
Spun,36B-314,YELLOW,436,W,,16.00,,982,,    737F18280-1   ,,
Spun,36B-314,YELLOW,1008,W,,16.00,,2268,,    738-18281-1   ,,
Spun,36B-314,YELLOW,241,W,,16.00,,542,,    738-22555-1   ,,
Spun,36B-314,YELLOW,108,W,,16.00,,244,,    729J23712-1   ,,
Spun,36B-315,RED,4037,W,,16.00,,9084,,    726-12791-1   ,,
Spun,36B-315,RED,895,W,,16.00,,2014,,    726-12792-1   ,,
Spun,36B-315,RED,436,W,,16.00,,982,,    737F18280-1   ,,
Spun,36B-315,RED,1008,W,,16.00,,2268,,    738-18281-1   ,,
Spun,36B-315,RED,2878,W,,16.00,,6476,,    738-22555-1   ,,
Spun,36B-315,RED,108,W,,16.00,,244,,    729J23712-1   ,,
Spun,36B-316,GREEN,342,W,,16.00,,770,,    726-12791-1   ,,
Spun,36B-316,GREEN,895,W,,16.00,,2014,,    726-12792-1   ,,
Spun,36B-316,GREEN,436,W,,16.00,,982,,    737F18280-1   ,,
Spun,36B-316,GREEN,1008,W,,16.00,,2268,,    738-18281-1   ,,
Spun,36B-316,GREEN,241,W,,16.00,,542,,    738-22555-1   ,,
Spun,36B-316,GREEN,108,W,,16.00,,244,,    729J23712-1   ,,
Spun,36B-396,RED,112,W,,16.00,,252,,    726-23587-1   ,,
Spun,36B-396,RED,158,W,,16.00,,356,,    738-23463-1   ,,
Spun,36B-396,RED,471,W,,16.00,,1060,,    726-16732-1   ,,
Spun,36B-396,RED,769,W,,16.00,,1731,,    726-21561-1   ,,
Spun,36B-396,RED,188,W,,16.00,,424,,    726-22799-1   ,,
Spun,36B-396,RED,656,W,,16.00,,1477,,    737F21843-1   ,,
Spun,36B-396,RED,185,W,,16.00,,417,,    737F22890-1   ,,
Spun,36B-396,RED,768,W,,16.00,,1729,,    738-21844-1   ,,
Spun,36B-396,RED,414,W,,16.00,,932,,    738-22556-1   ,,
Spun,36B-396,RED,308,W,,16.00,,694,,    738-22800-1   ,,
Spun,36B-396,RED,56,W,,16.00,,126,,    729J23713-1   ,,
Spun,36B-396,RED,27,W,,16.00,,61,,    729J23714-1   ,,
Spun,36B-620,GREEN,322,W,,16.00,,725,,    726-23587-1   ,,
Spun,36B-620,GREEN,463,W,,16.00,,1042,,    738-23463-1   ,,
Spun,36B-620,GREEN,3869,W,,16.00,,8706,,    726-23419-1   ,,
Spun,36B-620,GREEN,4508,W,,16.00,,10143,,    738-23306-1   ,,
Spun,36B-883,GREEN,205,W,,16.00,,462,,    726-23587-1   ,,
Spun,36B-883,GREEN,294,W,,16.00,,662,,    738-23463-1   ,,
Spun,36B-883,GREEN,3168,W,,16.00,,7128,,    726-22799-1   ,,
Spun,36B-883,GREEN,3107,W,,16.00,,6991,,    737F22890-1   ,,
Spun,36B-883,GREEN,5292,W,,16.00,,11908,,    738-22800-1   ,,
Spun,36B-883,GREEN,451,W,,16.00,,1015,,    729J23714-1   ,,
Spun,36E-001,WHT NAT,3053,W,,4.00,,6870,,    765A21560-1   ,,
Spun,36E-001,WHT NAT,1054,W,Twist,4.00,,2371,,   7705-23979-1   ,,
Spun,36E-001,WHT NAT,1054,W,Twist,4.00,,2371,,   7705-23979-2   ,,
Spun,36E-001,WHT NAT,1054,W,Twist,4.00,,2371,,   7705-23979-3   ,,
Spun,36E-001,WHT NAT,1054,W,Twist,4.00,,2371,,   7705-23979-4   ,,
Spun,36F-004,MED NAT,1278,W,PkgDye,12.00,,2876,,   7687A24331-1   ,,
Spun,36F-U93,CHRCOL MIX,1887,W,,20.00,,4246,,   7649A19777-U93 ,,
Spun,36T-001,WHT NAT,2920,W,,8.00,,6570,,    972-19033-GRG ,,
Spun,36Y-999,ODD YARN,6,W,,,,14,,    737F18280-1   ,,
Spun,36Y-999,ODD YARN,4,W,,,,9,,    737F21843-1   ,,
Spun,48A-002,WHT NAT,1488,W,,8.00,,4464,,    726-23587-1   ,,
Spun,48A-002,WHT NAT,2173,W,,8.00,,6519,,    738-23463-1   ,,
Spun,48A-002,WHT NAT,1540,W,,8.00,,4620,,    726-12791-1   ,,
Spun,48A-002,WHT NAT,4128,W,,8.00,,12384,,    726-12792-1   ,,
Spun,48A-002,WHT NAT,2592,W,,8.00,,7776,,    726-15871-1   ,,
Spun,48A-002,WHT NAT,1776,W,,8.00,,5328,,    726-16082-1   ,,
Spun,48A-002,WHT NAT,2304,W,,8.00,,6912,,    726-16732-1   ,,
Spun,48A-002,WHT NAT,2208,W,,8.00,,6624,,    726-19007-1   ,,
Spun,48A-002,WHT NAT,1632,W,,8.00,,4896,,    726-21561-1   ,,
Spun,48A-002,WHT NAT,1728,W,,8.00,,5184,,    726-22799-1   ,,
Spun,48A-002,WHT NAT,1632,W,,8.00,,4896,,    726-23419-1   ,,
Spun,48A-002,WHT NAT,1986,W,,8.00,,5958,,    737F18280-1   ,,
Spun,48A-002,WHT NAT,1376,W,,8.00,,4128,,    737F21843-1   ,,
Spun,48A-002,WHT NAT,1681,W,,8.00,,5043,,    737F22890-1   ,,
Spun,48A-002,WHT NAT,4637,W,,8.00,,13911,,    738-18281-1   ,,
Spun,48A-002,WHT NAT,3560,W,,8.00,,10680,,    738-19004-1   ,,
Spun,48A-002,WHT NAT,2567,W,,8.00,,7701,,    738-19443-1   ,,
Spun,48A-002,WHT NAT,1656,W,,8.00,,4968,,    738-21844-1   ,,
Spun,48A-002,WHT NAT,1325,W,,8.00,,3975,,    738-22554-1   ,,
Spun,48A-002,WHT NAT,1159,W,,8.00,,3477,,    738-22555-1   ,,
Spun,48A-002,WHT NAT,2091,W,,8.00,,6273,,    738-22556-1   ,,
Spun,48A-002,WHT NAT,2898,W,,8.00,,8694,,    738-22800-1   ,,
Spun,48A-002,WHT NAT,1904,W,,8.00,,5712,,    738-23306-1   ,,
Spun,48A-002,WHT NAT,484,W,,8.00,,1452,,    729J23712-1   ,,
Spun,48A-002,WHT NAT,257,W,,8.00,,771,,    729J23713-1   ,,
Spun,48A-002,WHT NAT,242,W,,8.00,,726,,    729J23714-1   ,,
Spun,48A-002,WHT NAT,403,W,,8.00,,1209,,    728-14555-1   ,,
Spun,48E-001,WHT NAT,347,W,,12.00,,1041,,   7625-23939-3   ,,
Spun,48E-001,WHT NAT,162,W,,12.00,,486,,   7625-23939-4   ,,
Spun,48E-004,MED NAT,278,W,PkgDye,12.00,,834,,   7625-23570-5   ,,
Spun,48E-004,MED NAT,52,W,PkgDye,12.00,,156,,   7625-22653-3   ,,
Spun,48E-004,MED NAT,714,W,PkgDye,12.00,,2142,,   7527A24034-1   ,,
Spun,48E-004,MED NAT,1160,W,PkgDye,12.00,,3480,,   7697A24058-1   ,,
Spun,48E-004,MED NAT,468,W,PkgDye,12.00,,1404,,   7625-23939-1   ,,
Spun,48E-004,MED NAT,281,W,PkgDye,12.00,,843,,   7625-23939-2   ,,
Spun,48E-004,MED NAT,281,W,PkgDye,12.00,,843,,   7625-23939-3   ,,
Spun,48E-004,MED NAT,117,W,PkgDye,12.00,,351,,   7625-23939-4   ,,
Spun,48E-004,MED NAT,1890,W,PkgDye,12.00,,5670,,   7625-24231-1   ,,
Spun,48E-004,MED NAT,1883,W,PkgDye,12.00,,5649,,   7625-24232-1   ,,
Spun,48E-004,MED NAT,171,W,PkgDye,12.00,,513,,   7625-24306-1   ,,
Spun,48E-004,MED NAT,527,W,PkgDye,12.00,,1581,,   7625-24307-1   ,,
Spun,48E-004,MED NAT,801,W,PkgDye,12.00,,2403,,   7331A24127-1   ,,
Spun,48E-004,MED NAT,627,W,PkgDye,12.00,,1881,,   7331A24128-1   ,,
Spun,48E-004,MED NAT,263,W,,12.00,,789,,   7745A24151-1   ,,
Spun,48E-004,MED NAT,1748,W,,12.00,,5244,,   7601-18743-1   ,,
Spun,48E-004,MED NAT,1780,W,PkgDye,12.00,,5340,,   7601-18743-1   ,,
Spun,48E-004,MED NAT,1748,W,,12.00,,5244,,   7601-18743-2   ,,
Spun,48E-004,MED NAT,617,W,PkgDye,12.00,,1851,,   7331A24329-1   ,,
Spun,48E-004,MED NAT,637,W,,12.00,,1911,,   7113A24057-1   ,,
Spun,48E-004,MED NAT,803,W,PkgDye,12.00,,2409,,   7331A24389-1   ,,
Spun,48E-004,MED NAT,1083,W,PkgDye,12.00,,3249,,   7681A22591-3   ,,
Spun,48E-004,MED NAT,377,W,,12.00,,1131,,    309A24352-1   ,,
Spun,48E-004,MED NAT,26,W,,12.00,,78,,   7625-24296-1   ,,
Spun,48E-004,MED NAT,455,W,PkgDye,12.00,,1365,,   7625-24296-1   ,,
Spun,48E-004,MED NAT,26,W,,12.00,,78,,   7625-24296-4   ,,
Spun,48E-004,MED NAT,580,W,PkgDye,12.00,,1740,,   7625-24296-4   ,,
Spun,48E-006,DK NAT,2404,W,,12.00,,7212,,     92A10493-DGRG,,
Spun,48E-102,BLACK,261,W,,16.00,,783,,   7625-23570-4   ,,
Spun,48E-102,BLACK,389,W,,16.00,,1167,,   7527A24034-1   ,,
Spun,48E-102,BLACK,56,W,,16.00,,168,,   7625-24306-1   ,,
Spun,48E-102,BLACK,156,W,,16.00,,468,,   7625-24307-1   ,,
Spun,48E-102,BLACK,447,W,,16.00,,1341,,   7331A24127-1   ,,
Spun,48E-102,BLACK,621,W,,16.00,,1863,,   7331A24128-1   ,,
Spun,48E-102,BLACK,349,W,,16.00,,1047,,   7745A24151-1   ,,
Spun,48E-102,BLACK,557,W,,16.00,,1671,,   7113A24057-1   ,,
Spun,48E-102,BLACK,570,W,,16.00,,1710,,    309A24352-1   ,,
Spun,48E-102,BLACK,151,W,,16.00,,453,,   7625-24296-4   ,,
Spun,48E-M16,TAN MIX,173,W,,16.00,,519,,   7681A24131-1   ,,
Spun,48E-M17,TAN MIX,162,W,,16.00,,486,,   7625-23939-1   ,,
Spun,48E-M17,TAN MIX,347,W,,16.00,,1041,,   7625-23939-4   ,,
Spun,48E-M27,BLUE MIX,122,W,,16.00,,366,,   7625-22653-3   ,,
Spun,48E-M27,BLUE MIX,347,W,,16.00,,1041,,   7625-23939-2   ,,
Spun,48E-M27,BLUE MIX,288,W,,16.00,,864,,   7331A22788-1   ,,
Spun,48E-M27,BLUE MIX,461,W,,16.00,,1383,,   7625-24296-1   ,,
Spun,48E-M29,GREY MIX,393,W,,16.00,,1179,,   7331A24330-1   ,,
Spun,48E-M29,GREY MIX,279,W,,16.00,,837,,   7331A24389-1   ,,
Spun,48E-M29,GREY MIX,185,W,,16.00,,555,,   7625-24296-4   ,,
Spun,48E-M38,GREY MIX,1944,W,,16.00,,5832,,   7625-24306-1   ,,
Spun,48E-M38,GREY MIX,1656,W,,16.00,,4968,,   7625-24307-1   ,,
Spun,48E-M38,GREY MIX,24,W,,16.00,,72,,   7331A24330-1   ,,
Spun,48E-M48,GREY MIX,118,W,,16.00,,354,,   7681A24131-1   ,,
Spun,48E-M49,GREY MIX,206,W,,16.00,,618,,   7625-23570-4   ,,
Spun,48E-M49,GREY MIX,130,W,,16.00,,390,,   7681A24131-1   ,,
Spun,48E-M49,GREY MIX,197,W,,16.00,,591,,   7331A24330-1   ,,
Spun,48E-M49,GREY MIX,152,W,,16.00,,456,,   7331A24389-1   ,,
Spun,48E-N06,GREY MIX,4807,W,,16.00,,14421,,     92A10493-N06 ,,
Spun,48E-N06,GREY MIX,1762,W,,16.00,,5286,,   7601-18743-2   ,,
Spun,48E-N93,TAUPE MIX,347,W,,16.00,,1041,,   7625-23570-5   ,,
Spun,48E-N93,TAUPE MIX,130,W,,16.00,,390,,   7681A24131-1   ,,
Spun,48E-P57,OXFORD MIX,539,W,,16.00,,1617,,   7681A24131-1   ,,
Spun,48E-R28,GREEN MIX,323,W,,16.00,,969,,   7331A22788-1   ,,
Spun,48E-T01,CREAM MIX,3533,W,,16.00,,10599,,   7601-18721-T01 ,,
Spun,48E-U92,FOREST MIX,1202,W,,16.00,,3606,,     92A10493-U92 ,,
Spun,48E-V26,BROWN MIX,138,W,,16.00,,414,,   7625-22653-3   ,,
Spun,48Y-999,ODD YARN,3605,W,,,,10815,,     92A24156-DGRG,,
Spun,56E-002,LT NAT,761,W,,8.00,,2664,,EX13208-GRG       ,,
Spun,56E-002,LT NAT,75532,W,,8.00,,264362,,   3062-MGRG      ,,
Spun,56E-004,MED NAT,761,W,,8.00,,2664,,EX13208-GRG       ,,
Spun,56Z-002,LT NAT,728,W,,8.00,,2548,,   7371-15555-LGRG,,
Spun,60H-001,WHT NAT,12807,W,,8.00,,48027,,   8040-22579-GRG ,,
Spun,60H-001,WHT NAT,921,W,,8.00,,3454,,   7548-17334-GRG ,,
Spun,60H-001,WHT NAT,20215,W,,8.00,,75807,,   8032-18951-GRG ,,
Spun,60H-102,BLACK,1733,W,,12.00,,6499,,   8032-18951-102 ,,
Spun,60H-M36,BROWN MIX,2134,W,,12.00,,8003,,   8040-23116-M36 ,,
Spun,60H-S97,GREY MIX,12708,W,,12.00,,47656,,   8032-18951-S97 ,,
Spun,60H-U70,DOVE MIX,8086,W,,12.00,,30323,,   8032-18951-U70 ,,
Spun,60H-U70,DOVE MIX,2134,W,,12.00,,8002,,   8040-23116-U70 ,,
Spun,60H-V96,LT BRN MIX,10974,W,,12.00,,41154,,   8032-19889-GRG ,,
Spun,60H-V96,LT BRN MIX,19209,W,,12.00,,72035,,   8040-23115-GRG ,,
Spun,60H-W62,GREY MIX,7508,W,,12.00,,28155,,   8032-18951-W62 ,,
Spun,60H-W62,GREY MIX,6936,W,,12.00,,26010,,   8040-23116-W62 ,,
Spun,60H-W63,NAVY MIX,6404,W,,12.00,,24016,,   8040-23116-W63 ,,
Spun,60H-W65,GREY MIX,8003,W,,12.00,,30012,,   8040-23116-W65 ,,
Spun,60H-W68,OXFORD MIX,13873,W,,12.00,,52025,,   8040-23116-W68 ,,
Spun,60H-W72,RED MIX,1334,W,,12.00,,5002,,   8040-23116-W72 ,,
Spun,60H-W73,MAGENT MIX,1334,W,,12.00,,5002,,   8040-23116-W73 ,,
Spun,72B-002,WHT NAT,11054,W,,14.00,,49744,,   7652-22008-1   ,,
Spun,72B-002,WHT NAT,1408,W,PkgDye,14.00,,6336,,   7652-22008-1   ,,
Spun,72B-002,WHT NAT,2097,W,,14.00,,9437,,   7652-22384-1   ,,
Spun,72B-002,WHT NAT,337,W,PkgDye,14.00,,1517,,   7652-22384-1   ,,
Spun,72B-002,WHT NAT,4453,W,PkgDye,14.00,,20042,,   7652-22833-1   ,,
Spun,72B-002,WHT NAT,134,W,,14.00,,603,,   7652-23580-1   ,,
Spun,72B-002,WHT NAT,1164,W,PkgDye,14.00,,5241,,   7652-23580-1   ,,
Spun,72B-002,WHT NAT,156,W,,14.00,,702,,   7652-23580-2   ,,
Spun,72B-002,WHT NAT,3598,W,PkgDye,14.00,,16197,,   7652-23580-2   ,,
Spun,72B-002,WHT NAT,1850,W,PkgDye,14.00,,8326,,    783A24007-1   ,,
Spun,72B-002,WHT NAT,924,W,PkgDye,14.00,,4159,,    783A24008-1   ,,
Spun,72B-002,WHT NAT,493,W,PkgDye,14.00,,2219,,    783A24009-1   ,,
Spun,72B-002,WHT NAT,1624,W,,14.00,,7308,,   7652-23921-1   ,,
Spun,72B-002,WHT NAT,614,W,PkgDye,14.00,,2764,,   7652-23921-1   ,,
Spun,72B-002,WHT NAT,144,W,,14.00,,648,,   7652-23581-1   ,,
Spun,72B-002,WHT NAT,319,W,PkgDye,14.00,,1437,,   7652-23581-1   ,,
Spun,72B-002,WHT NAT,4630,W,PkgDye,14.00,,20835,,   7652-23582-1   ,,
Spun,72B-002,WHT NAT,1815,W,PkgDye,14.00,,8169,,   7652-23883-1   ,,
Spun,72B-002,WHT NAT,693,W,PkgDye,14.00,,3119,,   7652-23888-1   ,,
Spun,72B-002,WHT NAT,57,W,,14.00,,257,,   7652-24077-1   ,,
Spun,72B-002,WHT NAT,2641,W,PkgDye,14.00,,11886,,   7652-24077-1   ,,
Spun,72B-002,WHT NAT,276,W,,14.00,,1242,,   7652-24078-1   ,,
Spun,72B-002,WHT NAT,493,W,PkgDye,14.00,,2219,,   7652-24078-1   ,,
Spun,72B-002,WHT NAT,900,W,PkgDye,14.00,,4052,,   7742-24019-1   ,,
Spun,72B-002,WHT NAT,1190,W,,14.00,,5355,,   7742-24040-1   ,,
Spun,72B-002,WHT NAT,144,W,PkgDye,14.00,,648,,   7742-24040-1   ,,
Spun,72B-002,WHT NAT,917,W,PkgDye,14.00,,4127,,   7740-23994-1   ,,
Spun,72B-002,WHT NAT,335,W,,14.00,,1508,,   7740-23995-1   ,,
Spun,72B-002,WHT NAT,120,W,PkgDye,14.00,,541,,   7740-23995-1   ,,
Spun,72B-002,WHT NAT,462,W,PkgDye,14.00,,2081,,   7740-24011-1   ,,
Spun,72B-002,WHT NAT,461,W,PkgDye,14.00,,2076,,   7740-24012-1   ,,
Spun,72B-002,WHT NAT,459,W,PkgDye,14.00,,2067,,   7740-24013-1   ,,
Spun,72B-002,WHT NAT,93,W,,14.00,,419,,   7740-24014-1   ,,
Spun,72B-002,WHT NAT,364,W,PkgDye,14.00,,1639,,   7740-24014-1   ,,
Spun,72B-002,WHT NAT,462,W,PkgDye,14.00,,2081,,   7740-24015-1   ,,
Spun,72B-002,WHT NAT,459,W,PkgDye,14.00,,2068,,   7740-24029-1   ,,
Spun,72B-002,WHT NAT,465,W,PkgDye,14.00,,2095,,   7740-24030-1   ,,
Spun,72B-002,WHT NAT,136,W,,14.00,,612,,   7742-24170-1   ,,
Spun,72B-002,WHT NAT,1045,W,PkgDye,14.00,,4703,,   7742-24170-1   ,,
Spun,72B-002,WHT NAT,1268,W,,14.00,,5706,,   7742-24170-2   ,,
Spun,72B-002,WHT NAT,9692,W,PkgDye,14.00,,43615,,   7742-24170-2   ,,
Spun,72B-002,WHT NAT,926,W,PkgDye,14.00,,4168,,    783A24336-1   ,,
Spun,72B-002,WHT NAT,334,W,PkgDye,14.00,,1503,,    783A24337-1   ,,
Spun,72B-002,WHT NAT,696,W,PkgDye,14.00,,3133,,    783A24338-1   ,,
Spun,72B-002,WHT NAT,504,W,PkgDye,14.00,,2268,,   7652-24267-1   ,,
Spun,72B-002,WHT NAT,925,W,PkgDye,14.00,,4164,,   7652-24268-1   ,,
Spun,72B-002,WHT NAT,749,W,PkgDye,14.00,,3371,,   7652-24269-1   ,,
Spun,72B-002,WHT NAT,451,W,PkgDye,14.00,,2031,,   7742-24021-1   ,,
Spun,72B-002,WHT NAT,28,W,,14.00,,126,,   7742-24443-1   ,,
Spun,72B-002,WHT NAT,389,W,PkgDye,14.00,,1751,,   7742-24443-1   ,,
Spun,72B-M16,TAN MIX,175,W,,16.00,,788,,   7652-24269-1   ,,
Spun,72B-M29,OXFORD MIX,179,W,,16.00,,806,,    783A24009-1   ,,
Spun,72B-M29,OXFORD MIX,1580,W,,16.00,,7110,,   7652-24078-1   ,,
Spun,72B-M29,OXFORD MIX,229,W,,16.00,,1031,,    783A24337-1   ,,
Spun,72B-M29,OXFORD MIX,418,W,,16.00,,1881,,   7652-24267-1   ,,
Spun,72B-M38,GREY MIX,1321,W,,16.00,,5946,,   7652-23580-1   ,,
Spun,72B-M38,GREY MIX,113,W,,16.00,,509,,    783A24009-1   ,,
Spun,72B-M38,GREY MIX,1438,W,,16.00,,6471,,   7652-20076-M38 ,,
Spun,72B-M49,GREY MIX,593,W,,16.00,,2670,,   7652-23580-1   ,,
Spun,72B-M49,GREY MIX,136,W,,16.00,,612,,    783A24009-1   ,,
Spun,72B-M49,GREY MIX,210,W,,16.00,,945,,   7652-23888-1   ,,
Spun,72B-M49,GREY MIX,958,W,,16.00,,4311,,   7652-20076-M49 ,,
Spun,72B-M49,GREY MIX,126,W,,16.00,,567,,    783A24337-1   ,,
Spun,72B-M49,GREY MIX,476,W,,16.00,,2142,,   7742-24443-1   ,,
Spun,72B-P51,TAN MIX,373,W,,16.00,,1679,,   7652-22384-1   ,,
Spun,72B-P51,TAN MIX,136,W,,16.00,,613,,   7652-22833-1   ,,
Spun,72D-P51,TAN MIX,525,W,,20.00,,2363,,   7738A23997-1   ,,
Spun,72D-Q81,RUST MIX,266,W,,20.00,,1197,,   7737A23676-4   ,,
Spun,72D-T65,GREY MIX,266,W,,20.00,,1197,,   7737A23676-4   ,,
Spun,80A-001,WHITE NAT,316,W,,8.00,,1580,,    542A24037-1   ,,
Spun,80A-001,WHITE NAT,477,W,,8.00,,2385,,    542A-LGRG     ,,
Spun,80A-004,MED NAT,483,W,PkgDye,8.00,,2415,,    542A20986-10  ,,
Spun,80A-004,MED NAT,484,W,PkgDye,8.00,,2420,,    542A23726-1   ,,
Spun,80A-004,MED NAT,30,W,PkgDye,8.00,,150,,    542A23727-1   ,,
Spun,80A-004,MED NAT,314,W,PkgDye,8.00,,1570,,    542A23724-1   ,,
Spun,80A-004,MED NAT,326,W,PkgDye,8.00,,1630,,    542A23724-2   ,,
Spun,80A-004,MED NAT,2385,W,PkgDye,8.00,,11925,,    542A23911-1   ,,
Spun,80A-004,MED NAT,1657,W,PkgDye,8.00,,8285,,    542A23904-1   ,,
Spun,80A-004,MED NAT,1067,W,PkgDye,8.00,,5335,,    542A23907-1   ,,
Spun,80A-004,MED NAT,103,W,,8.00,,515,,    542A23589-3   ,,
Spun,80A-004,MED NAT,857,W,PkgDye,8.00,,4285,,    542A23589-3   ,,
Spun,80A-004,MED NAT,966,W,PkgDye,8.00,,4830,,    542A23902-1   ,,
Spun,80A-004,MED NAT,205,W,PkgDye,8.00,,1025,,    542A23903-1   ,,
Spun,80A-004,MED NAT,4372,W,PkgDye,8.00,,21860,,    542A23906-1   ,,
Spun,80A-004,MED NAT,3636,W,PkgDye,8.00,,18180,,    542A23906-2   ,,
Spun,80A-004,MED NAT,4889,W,PkgDye,8.00,,24445,,    542A23908-1   ,,
Spun,80A-004,MED NAT,1978,W,PkgDye,8.00,,9890,,    542A23909-1   ,,
Spun,80A-004,MED NAT,1708,W,PkgDye,8.00,,8540,,    542A23910-1   ,,
Spun,80A-004,MED NAT,1212,W,PkgDye,8.00,,6060,,    542A23912-1   ,,
Spun,80A-004,MED NAT,6,W,,8.00,,30,,    542A23913-1   ,,
Spun,80A-004,MED NAT,162,W,PkgDye,8.00,,810,,    542A23913-1   ,,
Spun,80A-004,MED NAT,236,W,PkgDye,8.00,,1180,,    542A23914-1   ,,
Spun,80A-004,MED NAT,1008,W,,8.00,,5040,,    542A23915-1   ,,
Spun,80A-004,MED NAT,1152,W,PkgDye,8.00,,5760,,    542A23915-1   ,,
Spun,80A-004,MED NAT,74,W,,8.00,,370,,    542A23916-1   ,,
Spun,80A-004,MED NAT,1351,W,PkgDye,8.00,,6755,,    542A23916-1   ,,
Spun,80A-004,MED NAT,1052,W,PkgDye,8.00,,5260,,    542A23917-1   ,,
Spun,80A-004,MED NAT,419,W,PkgDye,8.00,,2095,,    781A23749-1   ,,
Spun,80A-004,MED NAT,3214,W,PkgDye,8.00,,16070,,    542A14742-3   ,,
Spun,80A-004,MED NAT,3821,W,PkgDye,8.00,,19105,,    542A18155-1   ,,
Spun,80A-004,MED NAT,256,W,,8.00,,1280,,    542A23589-7   ,,
Spun,80A-004,MED NAT,824,W,PkgDye,8.00,,4120,,    542A23589-7   ,,
Spun,80A-004,MED NAT,514,W,,8.00,,2570,,    776A23351-4   ,,
Spun,80A-004,MED NAT,555,W,PkgDye,8.00,,2775,,    776A23351-4   ,,
Spun,80A-004,MED NAT,112,W,PkgDye,8.00,,560,,    542A23552-1   ,,
Spun,80A-004,MED NAT,514,W,,8.00,,2570,,    776A23351-3   ,,
Spun,80A-004,MED NAT,610,W,,8.00,,3050,,    542A21920-3   ,,
Spun,80A-004,MED NAT,3697,W,PkgDye,8.00,,18485,,    542A21920-3   ,,
Spun,80A-004,MED NAT,137,W,,8.00,,685,,    542A21920-4   ,,
Spun,80A-004,MED NAT,829,W,PkgDye,8.00,,4145,,    542A21920-4   ,,
Spun,80A-004,MED NAT,772,W,PkgDye,8.00,,3860,,    542A22944-2   ,,
Spun,80A-004,MED NAT,498,W,PkgDye,8.00,,2490,,   7738A23997-1   ,,
Spun,80A-004,MED NAT,344,W,,8.00,,1720,,   7743A21394-1   ,,
Spun,80A-004,MED NAT,696,W,PkgDye,8.00,,3480,,   7743A21394-1   ,,
Spun,80A-004,MED NAT,350,W,,8.00,,1750,,    542A24018-1   ,,
Spun,80A-004,MED NAT,291,W,,8.00,,1455,,    784A23100-1   ,,
Spun,80A-004,MED NAT,1071,W,PkgDye,8.00,,5355,,    513A24027-1   ,,
Spun,80A-004,MED NAT,722,W,PkgDye,8.00,,3610,,    542A24036-1   ,,
Spun,80A-004,MED NAT,510,W,PkgDye,8.00,,2550,,    542A24037-1   ,,
Spun,80A-004,MED NAT,962,W,PkgDye,8.00,,4810,,    542A24038-1   ,,
Spun,80A-004,MED NAT,963,W,PkgDye,8.00,,4815,,    542A24039-1   ,,
Spun,80A-004,MED NAT,770,W,,8.00,,3850,,    776A23351-1   ,,
Spun,80A-004,MED NAT,128,W,PkgDye,8.00,,640,,    490A24070-1   ,,
Spun,80A-004,MED NAT,1071,W,PkgDye,8.00,,5355,,    513A24072-1   ,,
Spun,80A-004,MED NAT,162,W,,8.00,,810,,    542A24095-2   ,,
Spun,80A-004,MED NAT,424,W,PkgDye,8.00,,2120,,    542A24095-2   ,,
Spun,80A-004,MED NAT,509,W,PkgDye,8.00,,2545,,    542A22820-2   ,,
Spun,80A-004,MED NAT,339,W,PkgDye,8.00,,1695,,    542A22820-3   ,,
Spun,80A-004,MED NAT,576,W,,8.00,,2880,,    490A24152-1   ,,
Spun,80A-004,MED NAT,106,W,PkgDye,8.00,,530,,    490A24152-1   ,,
Spun,80A-004,MED NAT,482,W,,8.00,,2410,,    542A24100-2   ,,
Spun,80A-004,MED NAT,1192,W,PkgDye,8.00,,5960,,    542A24100-2   ,,
Spun,80A-004,MED NAT,426,W,,8.00,,2130,,    542A24153-1   ,,
Spun,80A-004,MED NAT,627,W,PkgDye,8.00,,3135,,    542A24153-1   ,,
Spun,80A-004,MED NAT,964,W,PkgDye,8.00,,4820,,    542A23608-1   ,,
Spun,80A-004,MED NAT,919,W,,8.00,,4595,,    542A17712-1   ,,
