Type,Yarn#,Description,Pounds,Mill,Usage,Loss%,Lbs/Wk,MillStyle,
Dye,80A-150,BROWN,327,W,,1,,    542A24432-1   ,
Dye,80A-150,BROWN,135,W,,1,,    542A24469-2   ,
Dye,80A-152,BLUE,194,W,,1,,    542A24095-2   ,
Dye,80A-152,BLUE,113,W,,1,,    542A24091-2   ,
Dye,80A-152,BLUE,666,W,,1,,    542A24093-1   ,
Dye,80A-152,BLUE,94,W,,1,,    542A24104-1   ,
Dye,80A-152,BLUE,1112,W,,1,,    542A24276-3   ,
Dye,80A-152,BLUE,282,W,,1,,    542A24280-2   ,
Dye,80A-152,BLUE,128,W,,1,,    542A24378-1   ,
Dye,80A-152,BLUE,80,W,,1,,    542A24384-1   ,
Dye,80A-153,RUST,357,W,,1,,    542A24274-1   ,
Dye,80A-153,RUST,298,W,,1,,    542A24276-1   ,
Dye,80A-153,RUST,197,W,,1,,    542A24279-1   ,
Dye,80A-153,RUST,266,W,,1,,    513A24292-1   ,
Dye,80A-153,RUST,659,W,,1,,    542A24285-2   ,
Dye,80A-153,RUST,176,W,,1,,    542A22049-3   ,
Dye,80A-153,RUST,203,W,,1,,    542A23172-3   ,
Dye,80A-157,RED,150,W,,1,,    542A23726-1   ,
Dye,80A-157,RED,2361,W,,1,,    542A23911-1   ,
Dye,80A-157,RED,495,W,,1,,    542A23902-1   ,
Dye,80A-157,RED,605,W,,1,,    542A23906-2   ,
Dye,80A-157,RED,68,W,,1,,    542A23912-1   ,
Dye,80A-157,RED,28,W,,1,,    542A23913-1   ,
Dye,80A-157,RED,234,W,,1,,    542A23914-1   ,
Dye,80A-157,RED,61,W,,1,,    542A23916-1   ,
Dye,80A-157,RED,98,W,,1,,    542A23917-1   ,
Dye,80A-157,RED,131,W,,1,,    542A24037-1   ,
Dye,80A-157,RED,336,W,,1,,    542A22820-3   ,
Dye,80A-157,RED,590,W,,1,,    542A24100-2   ,
Dye,80A-157,RED,515,W,,1,,    542A24153-1   ,
Dye,80A-157,RED,159,W,,1,,    542A23608-1   ,
Dye,80A-157,RED,194,W,,1,,    542A23905-2   ,
Dye,80A-157,RED,341,W,,1,,    542A24091-1   ,
Dye,80A-157,RED,82,W,,1,,    542A24271-1   ,
Dye,80A-157,RED,1048,W,,1,,    542A24275-1   ,
Dye,80A-157,RED,101,W,,1,,    542A24276-1   ,
Dye,80A-157,RED,274,W,,1,,    513A24290-1   ,
Dye,80A-157,RED,182,W,,1,,    513A24294-1   ,
Dye,80A-157,RED,594,W,,1,,    542A24281-1   ,
Dye,80A-157,RED,401,W,,1,,    542A24283-1   ,
Dye,80A-157,RED,223,W,,1,,    542A22672-2   ,
Dye,80A-157,RED,80,W,,1,,    542A24384-2   ,
Dye,80A-157,RED,227,W,,1,,    542A24501-2   ,
Dye,80A-157,RED,320,W,,1,,    542A22818-3   ,
Dye,80A-157,RED,238,W,,1,,    542A23551-8   ,
Dye,80A-158,BROWN,784,W,,1,,    542A24094-1   ,
Dye,80A-160,AQUA,369,W,,1,,    513A24464-1   ,
Dye,80A-162,BEIGE,191,W,,1,,    542A22944-2   ,
Dye,80A-166,BLUE,979,W,,1,,    542A23909-1   ,
Dye,80A-166,BLUE,487,W,,1,,    542A23910-1   ,
Dye,80A-166,BLUE,32,W,,1,,    542A23916-1   ,
Dye,80A-166,BLUE,1946,W,,1,,    542A18155-1   ,
Dye,80A-166,BLUE,2001,W,,1,,    542A21920-3   ,
Dye,80A-166,BLUE,168,W,,1,,    542A24276-3   ,
Dye,80A-166,BLUE,524,W,,1,,    542A24286-1   ,
Dye,80A-166,BLUE,414,W,,1,,    542A24386-1   ,
Dye,80A-169,SCARLET,326,W,,1,,    542A23589-3   ,
Dye,80A-169,SCARLET,816,W,,1,,    542A23589-7   ,
Dye,80A-169,SCARLET,105,W,,1,,    490A24152-1   ,
Dye,80A-169,SCARLET,194,W,,1,,    542A23905-2   ,
Dye,80A-169,SCARLET,159,W,,1,,    542A24476-1   ,
Dye,80A-180,BROWN,115,W,,1,,    542A24384-1   ,
Dye,80A-180,BROWN,115,W,,1,,    542A24384-2   ,
Dye,80A-181,GOLD,13,W,,1,,    542A24096-1   ,
Dye,80A-181,GOLD,223,W,,1,,    542A24098-1   ,
Dye,80A-181,GOLD,26,W,,1,,    542A24281-1   ,
Dye,80A-181,GOLD,34,W,,1,,    542A24286-1   ,
Dye,80A-181,GOLD,6,W,,1,,    542A24501-1   ,
Dye,80A-181,GOLD,6,W,,1,,    542A24501-2   ,
Dye,80A-188,MAROON,130,W,,1,,    513A23624-2   ,
Dye,80A-188,MAROON,1174,W,,1,,    542A24282-1   ,
Dye,80A-188,MAROON,181,W,,1,,    542A24289-1   ,
Dye,80A-188,MAROON,203,W,,1,,    542A23172-3   ,
Dye,80A-193,NAVY,230,W,,1,,    542A23910-1   ,
Dye,80A-193,NAVY,1820,W,,1,,    542A23914-1   ,
Dye,80A-193,NAVY,2863,W,,1,,    542A14742-3   ,
Dye,80A-193,NAVY,1372,W,,1,,    776A23351-2   ,
Dye,80A-193,NAVY,504,W,,1,,   7737A23676-4   ,
Dye,80A-193,NAVY,602,W,,1,,    542A24018-1   ,
Dye,80A-193,NAVY,366,W,,1,,    542A24028-1   ,
Dye,80A-193,NAVY,375,W,,1,,    542A24036-1   ,
Dye,80A-193,NAVY,131,W,,1,,    542A24037-1   ,
Dye,80A-193,NAVY,933,W,,1,,    542A22820-2   ,
Dye,80A-193,NAVY,5,W,,1,,    542A24272-1   ,
Dye,80A-193,NAVY,40,W,,1,,    542A24273-1   ,
Dye,80A-193,NAVY,106,W,,1,,    542A24274-1   ,
Dye,80A-193,NAVY,1386,W,,1,,    513A23624-2   ,
Dye,80A-193,NAVY,508,W,,1,,    542A24282-2   ,
Dye,80A-193,NAVY,1964,W,,1,,    542A24284-3   ,
Dye,80A-193,NAVY,234,W,,1,,    542A22516-1   ,
Dye,80A-193,NAVY,549,W,,1,,    776A23351-6   ,
Dye,80A-193,NAVY,190,W,,1,,    542A23549-1   ,
Dye,80A-202,BROWN,150,W,,1,,    542A23726-1   ,
Dye,80A-202,BROWN,1195,W,,1,,    542A23906-2   ,
Dye,80A-202,BROWN,64,W,,1,,    542A23913-1   ,
Dye,80A-202,BROWN,28,W,,1,,    542A23552-1   ,
Dye,80A-202,BROWN,235,W,,1,,    542A24091-1   ,
Dye,80A-202,BROWN,1018,W,,1,,    542A24100-1   ,
Dye,80A-202,BROWN,1065,W,,1,,    542A24103-1   ,
Dye,80A-202,BROWN,403,W,,1,,    542A24276-1   ,
Dye,80A-202,BROWN,103,W,,1,,    542A24277-1   ,
Dye,80A-202,BROWN,133,W,,1,,    513A24292-1   ,
Dye,80A-202,BROWN,171,W,,1,,    513A24294-1   ,
Dye,80A-202,BROWN,171,W,,1,,    542A24280-1   ,
Dye,80A-202,BROWN,413,W,,1,,    542A24280-2   ,
Dye,80A-202,BROWN,1571,W,,1,,    542A24284-2   ,
Dye,80A-202,BROWN,256,W,,1,,    542A24285-2   ,
Dye,80A-202,BROWN,262,W,,1,,    770A24328-1   ,
Dye,80A-204,SLATE,1140,W,,1,,    542A23915-1   ,
Dye,80A-204,SLATE,980,W,,1,,    542A24282-3   ,
Dye,80A-204,SLATE,83,W,,1,,    542A24384-1   ,
Dye,80A-204,SLATE,83,W,,1,,    542A24384-2   ,
Dye,80A-204,SLATE,165,W,,1,,    542A24420-1   ,
Dye,80A-204,SLATE,4,W,,1,,    542A24432-1   ,
Dye,80A-205,BROWN,1086,W,,1,,    542A24282-1   ,
Dye,80A-233,BLUE,23,W,,1,,    542A24274-1   ,
Dye,80A-233,BLUE,496,W,,1,,    542A24276-3   ,
Dye,80A-233,BLUE,109,W,,1,,    513A24291-1   ,
Dye,80A-237,GOLD,48,W,,1,,    542A23916-1   ,
Dye,80A-237,GOLD,213,W,,1,,    542A23917-1   ,
Dye,80A-237,GOLD,80,W,,1,,    542A24476-1   ,
Dye,80A-239,GREY,120,W,,1,,    513A24464-1   ,
Dye,80A-241,MAROON,250,W,,1,,    542A24279-2   ,
Dye,80A-241,MAROON,135,W,,1,,    542A24287-1   ,
Dye,80A-241,MAROON,301,W,,1,,    542A24018-2   ,
Dye,80A-263,BROWN,340,W,,1,,    542A24036-1   ,
Dye,80A-263,BROWN,137,W,,1,,    542A24037-1   ,
Dye,80A-263,BROWN,189,W,,1,,    542A24039-1   ,
Dye,80A-272,BROWN,173,W,,1,,   7743A21394-1   ,
Dye,80A-273,GREY,448,W,,1,,    542A21920-4   ,
Dye,80A-280,TAN,318,W,,1,,    542A23608-1   ,
Dye,80A-280,TAN,195,W,,1,,    542A24384-1   ,
Dye,80A-286,BLUE,234,W,,1,,    542A20986-10  ,
Dye,80A-286,BLUE,22,W,,1,,    542A23727-1   ,
Dye,80A-286,BLUE,1727,W,,1,,    542A23906-1   ,
Dye,80A-286,BLUE,624,W,,1,,    542A24099-2   ,
Dye,80A-286,BLUE,1246,W,,1,,    542A24100-1   ,
Dye,80A-286,BLUE,578,W,,1,,    542A24282-2   ,
Dye,80A-286,BLUE,262,W,,1,,    770A24328-2   ,
Dye,80A-286,BLUE,227,W,,1,,    542A24501-1   ,
Dye,80A-287,MAGNETA,171,W,,1,,    542A24038-1   ,
Dye,80A-289,ORANGE,45,W,,1,,    542A23916-1   ,
Dye,80A-293,ORANGE,230,W,,1,,    542A23910-1   ,
Dye,80A-295,DRAB,65,W,,1,,    542A23724-1   ,
Dye,80A-295,DRAB,1140,W,,1,,    542A23915-1   ,
Dye,80A-295,DRAB,1053,W,,1,,    542A23916-1   ,
Dye,80A-295,DRAB,490,W,,1,,    542A23916-2   ,
Dye,80A-295,DRAB,235,W,,1,,    542A24091-1   ,
Dye,80A-295,DRAB,194,W,,1,,    542A24095-1   ,
Dye,80A-295,DRAB,243,W,,1,,    542A24096-1   ,
Dye,80A-295,DRAB,2446,W,,1,,    542A24103-1   ,
Dye,80A-295,DRAB,496,W,,1,,    542A24270-1   ,
Dye,80A-295,DRAB,26,W,,1,,    542A24279-3   ,
Dye,80A-295,DRAB,182,W,,1,,    513A24294-1   ,
Dye,80A-295,DRAB,96,W,,1,,    542A24476-1   ,
Dye,80A-295,DRAB,286,W,,1,,    542A24470-1   ,
Dye,80A-298,TURQUOISE,68,W,,1,,    542A23903-1   ,
Dye,80A-298,TURQUOISE,30,W,,1,,    542A23916-2   ,
Dye,80A-298,TURQUOISE,113,W,,1,,    542A24091-2   ,
Dye,80A-298,TURQUOISE,337,W,,1,,    542A24098-1   ,
Dye,80A-298,TURQUOISE,665,W,,1,,    542A24099-2   ,
Dye,80A-298,TURQUOISE,157,W,,1,,    542A24102-1   ,
Dye,80A-298,TURQUOISE,73,W,,1,,    542A24284-2   ,
Dye,80A-298,TURQUOISE,80,W,,1,,    542A24384-1   ,
Dye,80A-298,TURQUOISE,211,W,,1,,    542A24501-2   ,
Dye,80A-299,RED,341,W,,1,,    542A24091-1   ,
Dye,80A-299,RED,112,W,,1,,    542A24097-1   ,
Dye,80A-304,RED,134,W,,1,,    542A23907-1   ,
Dye,80A-304,RED,1195,W,,1,,    542A23906-2   ,
Dye,80A-304,RED,131,W,,1,,    542A24037-1   ,
Dye,80A-304,RED,138,W,,1,,    542A24384-2   ,
Dye,80A-304,RED,365,W,,1,,    542A24420-1   ,
Dye,80A-304,RED,244,W,,1,,    542A24501-2   ,
Dye,80A-304,RED,203,W,,1,,    542A23172-3   ,
Dye,80A-311,PEACH,141,W,,1,,    513A24027-1   ,
Dye,80A-312,COPPER,78,W,,1,,    513A23624-2   ,
Dye,80A-312,COPPER,179,W,,1,,    513A24291-1   ,
Dye,80A-320,YELLOW,37,W,,1,,    542A23916-2   ,
Dye,80A-320,YELLOW,46,W,,1,,    542A24097-1   ,
Dye,80A-336,BLUE,37,W,,1,,    542A17712-1   ,
Dye,80A-360,COPPER,91,W,,1,,    542A23907-1   ,
Dye,80A-360,COPPER,67,W,,1,,    542A23903-1   ,
Dye,80A-360,COPPER,2,W,,1,,    542A23552-1   ,
Dye,80A-360,COPPER,171,W,,1,,    542A24038-1   ,
Dye,80A-360,COPPER,159,W,,1,,    542A23608-1   ,
Dye,80A-360,COPPER,172,W,,1,,    542A24271-1   ,
Dye,80A-360,COPPER,454,W,,1,,    513A24293-1   ,
Dye,80A-364,BURGANDY,61,W,,1,,    542A24274-1   ,
Dye,80A-370,COPPER,67,W,,1,,    542A23903-1   ,
Dye,80A-370,COPPER,188,W,,1,,    542A23905-2   ,
Dye,80A-370,COPPER,68,W,,1,,    542A24096-1   ,
Dye,80A-370,COPPER,29,W,,1,,    542A24098-1   ,
Dye,80A-370,COPPER,197,W,,1,,    542A24279-2   ,
Dye,80A-370,COPPER,171,W,,1,,    513A24294-1   ,
Dye,80A-370,COPPER,191,W,,1,,    542A24287-1   ,
Dye,80A-370,COPPER,111,W,,1,,    542A24289-1   ,
Dye,80A-370,COPPER,216,W,,1,,    542A24467-2   ,
Dye,80A-370,COPPER,109,W,,1,,    542A24469-2   ,
Dye,80A-384,BLUE,610,W,,1,,    542A24038-1   ,
Dye,80A-384,BLUE,171,W,,1,,    542A24039-1   ,
Dye,80A-390,BLUE,2,W,,1,,    542A23552-1   ,
Dye,80A-390,BLUE,562,W,,1,,    542A24386-1   ,
Dye,80A-390,BLUE,177,W,,1,,    542A24472-1   ,
Dye,80A-390,BLUE,176,W,,1,,    542A22049-3   ,
Dye,80A-390,BLUE,197,W,,1,,    542A24470-1   ,
Dye,80A-390,BLUE,30,W,,1,,    542A24478-1   ,
Dye,80A-395,BROWN,173,W,,1,,   7743A21394-1   ,
Dye,80A-395,BROWN,22,W,,1,,    490A24070-1   ,
Dye,80A-396,RED,487,W,,1,,    542A23910-1   ,
Dye,80A-396,RED,549,W,,1,,    776A23351-4   ,
Dye,80A-396,RED,171,W,,1,,   7743A21394-1   ,
Dye,80A-396,RED,1048,W,,1,,    542A24275-1   ,
Dye,80A-396,RED,24,W,,1,,    542A24279-2   ,
Dye,80A-396,RED,256,W,,1,,    513A24290-1   ,
Dye,80A-396,RED,11,W,,1,,    513A24291-1   ,
Dye,80A-396,RED,588,W,,1,,    542A24287-1   ,
Dye,80A-396,RED,121,W,,1,,    542A24420-1   ,
Dye,80A-396,RED,578,W,,1,,    542A24469-2   ,
Dye,80A-399,GREY,1659,W,,1,,    542A21920-3   ,
Dye,80A-399,GREY,48,W,,1,,    542A24273-1   ,
Dye,80A-399,GREY,19,W,,1,,    542A24273-2   ,
Dye,80A-399,GREY,99,W,,1,,    542A24276-2   ,
Dye,80A-399,GREY,238,W,,1,,    542A24283-1   ,
Dye,80A-399,GREY,12,W,,1,,    542A24472-1   ,
Dye,80A-399,GREY,128,W,,1,,    542A24476-1   ,
Dye,80A-401,GREEN,107,W,,1,,    542A23367-4   ,
Dye,80A-401,GREEN,392,W,,1,,    542A24479-1   ,
Dye,80A-417,GREEN,76,W,,1,,    542A24279-3   ,
Dye,80A-417,GREEN,413,W,,1,,    542A24280-1   ,
Dye,80A-417,GREEN,171,W,,1,,    542A24280-2   ,
Dye,80A-419,BLUE,229,W,,1,,    542A24097-1   ,
Dye,80A-419,BLUE,355,W,,1,,    542A24102-1   ,
Dye,80A-419,BLUE,145,W,,1,,    542A24104-1   ,
Dye,80A-447,BROWN,59,W,,1,,    490A24070-1   ,
Dye,80A-487,GREEN,1836,W,,1,,    542A18155-1   ,
Dye,80A-487,GREEN,191,W,,1,,    542A22944-2   ,
Dye,80A-487,GREEN,103,W,,1,,    542A24279-1   ,
Dye,80A-487,GREEN,143,W,,1,,    542A24468-1   ,
Dye,80A-510,TAN,188,W,,1,,    542A24273-1   ,
Dye,80A-510,TAN,22,W,,1,,    542A24278-1   ,
Dye,80A-520,GREEN,78,W,,1,,    542A24091-2   ,
Dye,80A-531,BLUE,113,W,,1,,    542A24091-2   ,
Dye,80A-531,BLUE,666,W,,1,,    542A24093-1   ,
Dye,80A-543,BROWN,136,W,,1,,    542A24273-1   ,
Dye,80A-543,BROWN,147,W,,1,,    770A24328-2   ,
Dye,80A-543,BROWN,62,W,,1,,    542A24289-1   ,
Dye,80A-576,GREEN,420,W,,1,,    542A24271-1   ,
Dye,80A-576,GREEN,265,W,,1,,    542A24279-3   ,
Dye,80A-576,GREEN,87,W,,1,,    542A24280-2   ,
Dye,80A-576,GREEN,92,W,,1,,    542A24284-1   ,
Dye,80A-576,GREEN,211,W,,1,,    542A24501-1   ,
Dye,80A-620,GREEN,608,W,,1,,    542A24094-1   ,
Dye,80A-620,GREEN,371,W,,1,,    542A24095-1   ,
Dye,80A-620,GREEN,114,W,,1,,    542A23367-4   ,
Dye,80A-620,GREEN,80,W,,1,,    542A22049-3   ,
Dye,80A-620,GREEN,456,W,,1,,    542A24474-1   ,
Dye,80A-651,ORANGE,7,W,,1,,    542A23726-1   ,
Dye,80A-651,ORANGE,24,W,,1,,    542A23916-2   ,
Dye,80A-670,GREEN,816,W,,1,,    542A23904-1   ,
Dye,80A-670,GREEN,461,W,,1,,    542A23902-1   ,
Dye,80A-670,GREEN,1132,W,,1,,    542A23912-1   ,
Dye,80A-670,GREEN,26,W,,1,,    542A23552-1   ,
Dye,80A-670,GREEN,328,W,,1,,    542A24279-3   ,
Dye,80A-670,GREEN,50,W,,1,,    542A24286-1   ,
Dye,80A-800,BROWN,777,W,,1,,    542A23904-1   ,
Dye,80A-800,BROWN,493,W,,1,,   7738A23997-1   ,
Dye,80A-800,BROWN,171,W,,1,,   7743A21394-1   ,
Dye,80A-800,BROWN,197,W,,1,,    542A23172-3   ,
Dye,80A-814,GREEN,3183,W,,1,,    542A14742-3   ,
Dye,80A-814,GREEN,162,W,,1,,    542A24095-1   ,
Dye,80A-814,GREEN,209,W,,1,,    542A24279-3   ,
Dye,80A-818,BLUE,65,W,,1,,    542A23724-2   ,
Dye,80A-818,BLUE,605,W,,1,,    542A23906-2   ,
Dye,80A-818,BLUE,62,W,,1,,    542A23913-1   ,
Dye,80A-818,BLUE,51,W,,1,,    781A23749-1   ,
Dye,80A-818,BLUE,134,W,,1,,    513A24027-1   ,
Dye,80A-818,BLUE,107,W,,1,,    542A24037-1   ,
Dye,80A-818,BLUE,16,W,,1,,    542A23916-2   ,
Dye,80A-818,BLUE,155,W,,1,,    542A24091-2   ,
Dye,80A-818,BLUE,605,W,,1,,    542A24093-1   ,
Dye,80A-818,BLUE,1246,W,,1,,    542A24100-1   ,
Dye,80A-818,BLUE,314,W,,1,,    542A24102-1   ,
Dye,80A-818,BLUE,84,W,,1,,    542A24273-1   ,
Dye,80A-818,BLUE,72,W,,1,,    542A24279-1   ,
Dye,80A-818,BLUE,320,W,,1,,    542A24284-3   ,
Dye,80A-818,BLUE,48,W,,1,,    513A24347-1   ,
Dye,80A-818,BLUE,89,W,,1,,    542A24420-1   ,
Dye,80A-818,BLUE,26,W,,1,,    542A24432-1   ,
Dye,80A-818,BLUE,110,W,,1,,    542A22050-3   ,
Dye,80A-827,BRONZE,173,W,,1,,    542A23917-1   ,
Dye,80A-827,BRONZE,340,W,,1,,    542A24036-1   ,
Dye,80A-827,BRONZE,92,W,,1,,    513A24072-1   ,
Dye,80A-827,BRONZE,194,W,,1,,    542A24095-2   ,
Dye,80A-827,BRONZE,504,W,,1,,    542A22820-2   ,
Dye,80A-827,BRONZE,57,W,,1,,    542A24274-1   ,
Dye,80A-827,BRONZE,28,W,,1,,    513A24290-1   ,
Dye,80A-827,BRONZE,128,W,,1,,    513A24291-1   ,
Dye,80A-827,BRONZE,530,W,,1,,    513A24292-1   ,
Dye,80A-827,BRONZE,282,W,,1,,    542A24280-1   ,
Dye,80A-827,BRONZE,576,W,,1,,    542A24282-1   ,
Dye,80A-827,BRONZE,92,W,,1,,    542A24284-3   ,
Dye,80A-827,BRONZE,422,W,,1,,    781A23749-3   ,
Dye,80A-827,BRONZE,54,W,,1,,    513A24347-1   ,
Dye,80A-827,BRONZE,16,W,,1,,    542A24378-1   ,
Dye,80A-834,BROWN,26,W,,1,,    542A23552-1   ,
Dye,80A-834,BROWN,355,W,,1,,    542A24285-2   ,
Dye,80A-834,BROWN,4,W,,1,,    542A24432-1   ,
Dye,80A-840,GREEN,256,W,,1,,    542A24104-1   ,
Dye,80A-883,GREEN,873,W,,1,,    542A23906-1   ,
Dye,80A-883,GREEN,1826,W,,1,,    542A23908-1   ,
Dye,80A-883,GREEN,356,W,,1,,    542A23912-1   ,
Dye,80A-883,GREEN,74,W,,1,,    542A23913-1   ,
Dye,80A-883,GREEN,620,W,,1,,    542A23914-1   ,
Dye,80A-883,GREEN,386,W,,1,,    542A23917-1   ,
Dye,80A-883,GREEN,109,W,,1,,    542A24279-3   ,
Dye,80A-883,GREEN,64,W,,1,,    513A24292-1   ,
Dye,80A-883,GREEN,227,W,,1,,    513A24293-1   ,
Dye,80A-883,GREEN,534,W,,1,,    542A24282-2   ,
Dye,80A-883,GREEN,472,W,,1,,    542A24474-1   ,
Dye,80A-923,BLUE,32,W,,1,,    542A24095-2   ,
Dye,80A-923,BLUE,177,W,,1,,    542A24472-1   ,
Dye,80A-935,TAN,46,W,,1,,    490A24070-1   ,
Dye,80A-938,GREEN,852,W,,1,,    542A23908-1   ,
Dye,80A-938,GREEN,30,W,,1,,    542A24282-1   ,
Dye,80A-979,GOLD,6,W,,1,,    542A23913-1   ,
Dye,80A-979,GOLD,476,W,,1,,    542A24270-1   ,
Dye,80A-979,GOLD,40,W,,1,,    542A24271-1   ,
Dye,80A-979,GOLD,28,W,,1,,    513A24290-1   ,
Dye,80A-979,GOLD,75,W,,1,,    513A24293-1   ,
Dye,80A-979,GOLD,147,W,,1,,    770A24328-1   ,
Dye,80A-979,GOLD,40,W,,1,,    513A24464-1   ,
Dye,80A-979,GOLD,214,W,,1,,    542A22050-3   ,
Dye,80A-986,TURQUOISE,873,W,,1,,    542A23906-1   ,
Dye,80A-986,TURQUOISE,979,W,,1,,    542A23909-1   ,
Dye,80A-986,TURQUOISE,26,W,,1,,    513A24072-1   ,
Dye,80A-986,TURQUOISE,184,W,,1,,    542A24274-1   ,
Dye,80A-986,TURQUOISE,14,W,,1,,    542A24282-2   ,
Dye,80A-986,TURQUOISE,256,W,,1,,    542A24284-2   ,
Dye,80A-986,TURQUOISE,58,W,,1,,    542A24384-1   ,
Dye,80A-986,TURQUOISE,346,W,,1,,    542A23549-1   ,
Dye,80A-986,TURQUOISE,72,W,,1,,    542A24468-1   ,
Dye,80A-986,TURQUOISE,262,W,,1,,    542A24474-1   ,
Dye,80A-A66,TAN,107,W,,1,,    542A23724-1   ,
Dye,80A-A66,TAN,107,W,,1,,    542A23724-2   ,
Dye,80A-A66,TAN,48,W,,1,,    542A23904-1   ,
Dye,80A-A66,TAN,99,W,,1,,    542A23916-1   ,
Dye,80A-A66,TAN,159,W,,1,,    542A23917-1   ,
Dye,80A-A66,TAN,89,W,,1,,    513A24027-1   ,
Dye,80A-A66,TAN,36,W,,1,,    542A24036-1   ,
Dye,80A-A66,TAN,189,W,,1,,    542A24039-1   ,
Dye,80A-A66,TAN,530,W,,1,,    513A24072-1   ,
Dye,80A-A66,TAN,125,W,,1,,    542A24091-1   ,
Dye,80A-A66,TAN,442,W,,1,,    542A24102-1   ,
Dye,80A-A66,TAN,458,W,,1,,    542A24103-1   ,
Dye,80A-A66,TAN,458,W,,1,,    542A24270-1   ,
Dye,80A-A66,TAN,330,W,,1,,    542A24285-1   ,
Dye,80A-A66,TAN,40,W,,1,,    542A24287-1   ,
Dye,80A-A66,TAN,94,W,,1,,    770A24328-1   ,
Dye,80A-A66,TAN,94,W,,1,,    770A24328-2   ,
Dye,80A-A66,TAN,211,W,,1,,    542A24420-1   ,
Dye,80A-A66,TAN,37,W,,1,,    542A24289-1   ,
Dye,80A-A66,TAN,316,W,,1,,    542A22818-3   ,
Dye,80A-A66,TAN,214,W,,1,,    542A24471-1   ,
Dye,80A-A66,TAN,67,W,,1,,    542A24469-2   ,
Dye,80A-A72,GREEN,157,W,,1,,    542A24102-1   ,
Dye,80A-AD3,ORANGE,37,W,,1,,    542A23916-2   ,
Dye,80A-AD3,ORANGE,77,W,,1,,    542A24097-1   ,
Dye,80A-AD3,ORANGE,13,W,,1,,    542A24098-1   ,
Dye,80A-AD4,GREEN,22,W,,1,,    542A23916-2   ,
Dye,80A-AD4,GREEN,608,W,,1,,    542A24094-1   ,
Dye,80A-AD4,GREEN,16,W,,1,,    542A24098-1   ,
Dye,80A-B02,SEABREEZE,8,W,,1,,    542A23727-1   ,
Dye,80A-B02,SEABREEZE,78,W,,1,,    542A24091-2   ,
Dye,80A-B02,SEABREEZE,21,W,,1,,    542A24104-1   ,
Dye,80A-B52,GREY,173,W,,1,,    542A22049-3   ,
Dye,80A-B52,GREY,245,W,,1,,    542A24478-1   ,
Dye,80A-B59,YELLOW,590,W,,1,,    542A24100-2   ,
Dye,80A-B59,YELLOW,238,W,,1,,    542A22050-3   ,
Dye,80A-B91,TAN,248,W,,1,,    542A23916-2   ,
Dye,80A-B91,TAN,406,W,,1,,    542A24096-1   ,
Dye,80A-B91,TAN,337,W,,1,,    542A24098-1   ,
Dye,80A-B91,TAN,67,W,,1,,    542A24104-1   ,
Dye,80A-B91,TAN,150,W,,1,,    542A24272-1   ,
Dye,80A-B91,TAN,87,W,,1,,    542A24280-1   ,
Dye,80A-B91,TAN,190,W,,1,,    542A24470-1   ,
Dye,80A-D58,BROWN,113,W,,1,,    542A23917-1   ,
Dye,80A-D58,BROWN,173,W,,1,,    542A22049-3   ,
Dye,80A-D58,BROWN,13,W,,1,,    542A24478-1   ,
Dye,80A-E77,BLUE,77,W,,1,,    542A24272-1   ,
Dye,80A-E77,BLUE,648,W,,1,,    542A24273-1   ,
Dye,80A-E93,BLUE,191,W,,1,,    542A22944-2   ,
Dye,80A-F19,OLIVE,1826,W,,1,,    542A23908-1   ,
Dye,80A-F31,TEAL,245,W,,1,,    542A20986-10  ,
Dye,80A-G21,GREEN,50,W,,1,,    542A23916-2   ,
Dye,80A-G21,GREEN,264,W,,1,,    542A24091-2   ,
Dye,80A-G21,GREEN,243,W,,1,,    542A24104-1   ,
Dye,80A-H42,BLUE,42,W,,1,,    542A22516-1   ,
Dye,80A-H92,TURQUOISE,624,W,,1,,    542A24099-2   ,
Dye,80A-J63,GREY,372,W,,1,,    542A21920-4   ,
Dye,80A-J63,GREY,1165,W,,1,,    542A24099-1   ,
Dye,80A-J63,GREY,480,W,,1,,    542A24275-1   ,
Dye,80A-J63,GREY,34,W,,1,,    542A24276-2   ,
Dye,80A-J63,GREY,134,W,,1,,    542A24282-3   ,
Dye,80A-J63,GREY,48,W,,1,,    770A24328-1   ,
Dye,80A-J63,GREY,48,W,,1,,    770A24328-2   ,
Dye,80A-K12,BLUE,202,W,,1,,    542A24039-1   ,
Dye,80A-K12,BLUE,64,W,,1,,    542A24469-2   ,
Dye,80A-K12,BLUE,88,W,,1,,    542A24478-1   ,
Dye,96F-099,GREY,86,W,,1,,    775A23920-1   ,
Dye,96F-099,GREY,127,W,,1,,    775A24122-1   ,
Dye,96F-102,BLACK,925,W,,1,,    775A24054-1   ,
Dye,96F-102,BLACK,896,W,,1,,    775A24140-1   ,
Dye,96F-102,BLACK,635,W,,1,,    775A24348-1   ,
Dye,96F-102,BLACK,270,W,,1,,    775A24507-1   ,
Dye,96F-102,BLACK,152,W,,1,,    775A24511-1   ,
Dye,96F-140,NAVY,435,W,,1,,    775A24315-1   ,
Dye,96F-140,NAVY,216,W,,1,,    775A24415-1   ,
Dye,96F-140,NAVY,315,W,,1,,    775A24507-1   ,
Dye,96F-144,TAN,183,W,,1,,    775A24122-4   ,
Dye,96F-144,TAN,34,W,,1,,    775A24415-2   ,
Dye,96F-144,TAN,328,W,,1,,    775A24486-2   ,
